text,source,translated
"These are people who certainly have not proved that they are worthy of the trust that we repose in them. As far as this job is concerned, let me also indicate that when it comes to BECE, most of the decisions are taken by the Ghana Education Service. For example, the selection of supervisors and invigilators is done by the district exams officer, he explained. His comments come in the wake of a JoyNews Hotline investigation led by GH Probe’s Francisca Enchil, which uncovered disturbing levels of collusion at examination centres.",news,"[Haddii ay tahay dadka aan waxba ka muuqanayn in ay wax ugu diideen amaanada aan uga dhigay, waxaad u malaynaysaan inay kuwa ugu diideen amaanada aan uga dhigay. Waxa kale oo aan u sheegayaa inay tahay shacabka BECE, badhtamihii ugu badnaa waxa loo qaado waa waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo qaado ee waxa loo"
"A variety of socioeconomic and cultural factors were identified as major barriers to accessing and utilizing MHCS. Over half of the women surveyed cited poverty, illiteracy, restrictions from their husbands, the distance to health facilities, and long queues as reasons for not using services. Additionally, over a third of the women pointed to cultural practices within their communities as a cause for delays in seeking care. These findings reveal that addressing maternal health in this region requires more than just improving clinical services; it also means tackling deeply rooted societal and personal challenges that women face daily.",academic,"[Qaybo dhaqaale iyo dhaqameed oo kala duwan ayaa lagu aqoonsaday inay yihiin caqabado waaweyn oo u jira gacan ku haynta iyo isticmaalka Adeegyada Caafimaadka Haweenka. Badhtamihii haweenka lagu soo xigtay ayaa sheegtay in faqriga, waxbarashada, xadarooyinka ka yimid dhammaan, fogaanta xarumaha caafimaadka, iyo xariga dhaqaaqda ugu wacan oo sabab ah uusan adeegyada isticmaalin. Intii ugu badnaa, badhtamihii haweenka ayaa sheegtay in caqliga dhaqameed ee bulshooyinka ay yihiin sabab ugu wacan oo uusan adeegyada isticmaalin. Waxa xaqiiqooyinkaasi ku cadaynayaa in daryeelka caafimaadka haweenka ee gobolkaasi uu u baahan yahay wax badan oo ka badan in la koro adeegyada cilinikada; waxa kale oo uu u baahan yahay in la dhaqo caqabado dhaqameed iyo shakhsi oo aad ugu wacan oo haweenku maalmaha kasta ugu wacan tahay.]"
"Despite his shortcomings, Unoka was a talented musician. He was a tall but very thin man with a slight stoop and a mournful look, which would disappear when he was drinking or playing his flute. His happiest moments came in the months after the harvest, when the village musicians would retrieve their instruments from above the fireplace. Unoka would join them, his face filled with pure joy and peace. Sometimes, other villages would invite Unoka and his band to teach them their tunes, and they would stay for several months, sharing their music.",literature,"[Inkastoo qallafsanadiisa, Unoka waxa uu ahaa fanaan ciyaareed. Wuxuu ahaa nin dheer laakiin ugu yar yaraa, oo leh xanuun iyo muuqaal xanuun, oo ay ka baxaya markuu uunayay ama markuu uunayay durbaanka. Wakhtiyadii ugu faraxdheysan waxay ku timid bilaha ka dib markii da'da, markii fanaaniinta dhaqanka ay uga soo gudbaan alaabooyinka ay ka soo gudbaan ooradaha. Unoka waxa uu ku biiray, wajiga ugu wanaagsan oo naxariis ah. Mara keliya, tuulooyin kale waxay uga codsanayaan Unoka iyo kooxda fanaaniinta si ay u baraan heesaha, waxayna ku sugnaayeen mudooyin badan, waxayna ku wadaagaan muusikada.]"
"At the Derby Avenue RC Basic School and St. George’s Anglican Basic School in Accra, invigilators were captured openly demanding GH¢60 daily tokens, supervisors pocketed envelopes of GH¢400, and candidates were asked to contribute to an Aseda Offertory. John Kapi stressed that once WAEC provides feedback on such incidents, it is the responsibility of the Ghana Education Service (GES) to take decisive action. And so when these issues come up, once the feedback goes to them, we [WAEC] expect that they would react appropriately and ensure that the right action is taken against the people, he said.",news,"[Iskuulka Derby Avenue RC Basic iyo St. George’s Anglican Basic ee Accra, invigilators waxay lahaayeen inay codsadaan GH¢60 oo token oo maalinle ah, supervisors waxay qabteen qalabka GH¢400, iyo ardayda waxaa loo codsaday inay ka qaybqaataan Aseda Offertory. John Kapi wuxuu sheegay in markii WAEC bixiso macluumaad ku saabsan aragtidaas, waxay tahay masuuliyadda Dugsiga Waxbarashada Ghana (GES) inay qaadaan aqoon la'aan. Iyo marka hadalkan yimaado, markii macluumaadka ugu tago, waxaan rajaynayna inay jawaabtooda si sax ah ugu sameeyaan iyo inay hubka ugu sameeyaan waxa ugu wajibay in la qaado ee dadka, wuxuu yidhi.]"
"For rural communities in Ghana, especially in the Kumbungu district, access to and use of maternal healthcare services (MHCS) remain a significant challenge. This study set out to explore the specific barriers preventing women from utilizing these services and to evaluate the quality of care provided. The research adopted a mixed-methods approach, combining both quantitative and qualitative data to get a comprehensive view of the situation. This phased design involved surveying 441 pregnant and postpartum women and conducting interviews with 20 healthcare providers. A facility checklist was also used to assess the state of clinics, including the availability of essential drugs and equipment.",academic,"[Deegaanka bulshada ee Ghana, gaar ahaan degmada Kumbungu, waxa jira caqabado weyn oo ku saabsan heshiiska iyo isticmaalka adeegyada daryeelka hooyo (MHCS). Qorshaha cilmi-baarisu waxay u horseeday inay ogaadaan caqabadaha gaar ah ee ka hortaga dumarka inay isticmaalaan adeegyadaas, iyo inay qiimeeyaan nolosha adeegyada. Cilmi-baarisu waxay isticmaaleen qaababka isku-dhafka, isku-daraya data kala-duwan si loo helo sawirka kooban ee xaalada. Qaabka fasaadka ah waxay ku jiray in la baarayo 441 dumarka ugu dhaqan iyo dumarka ugu dhaqan iyo in la qaabeeyo 20 ka qaybqaadayaasha daryeelka caafimaadka. Waxaa loo isticmaaliyay checklist-ka xarunta si loo qiimeeyo xaalada dhaqamada, oo ay ku jiraan waxa jiraalka dawa iyo alaabta muhiimka ah.]"
"Okonkwo was a man of great renown throughout his nine villages and even beyond, a fame built entirely on his own remarkable achievements. At just eighteen years old, he brought honor to his village by defeating Amalinze the Cat, a legendary wrestler who had been undefeated for seven years. Amalinze earned his nickname because his back never once touched the earth. The old men of the village considered Okonkwo's victory one of the fiercest fights they had ever seen.",literature,"[Okonkwo wuxuu ahaa nin ugu caansan oo dhexdooda degmooyinkii ugu badnaa iyo inta ugu badnaa, magac ugu caansan oo dhan u sameeyay wax walba oo ugu fiican. Markii uu jiray asaga 18 sano, wuxuu keentay sharaf u degmooyinkaasi kaddib markii uu ku guuleystay Amalinze Alaabka, oo ah laacibka caan ah oo aan la guuleysan 7 sano. Amalinze wuxuu helay magaciisa laacibka sababta markii uu ku guuleystay oo uu dusha ugu horayn la dhacay. Odayaasha degmooyinkaasi waxay u arkeen guusha Okonkwo mid ka mid ah dagaalada ugu adkaa ee ay arkeen.]"
"Muntaka assured the committee of full logistical and secretariat support from the Ministry and urged them to partner with civil society organizations, development partners, and faith-based institutions in carrying out their work. He described the task as heavy but honorable, stressing that the people of Gbenyiri and surrounding communities were looking up to the committee as instruments of peace, reconciliation, and healing.",news,"[Muntaka waxa uu u xaqiijiyay guddiga taageerada loogistaaga iyo sekretariyadda oo kamid ah Wasaaradda, waxa uuna ugu baaqay inay shirka yihiin ururada dhaqaalaha, haweenka, iyo hay'adaha diimeedka ah si ay ugu wada shaqeeyaan howlaha ay sameeyaan. Waxa uu sheegay in mas'uuliyadda ay tahay mid cajiib leh laakiin sharaf leh, waxa uuna ku xasuustay in dadka Gbenyiri iyo bulshooyinka hareeraha ay yihiin ku xasuustay guddiga sida qalabka nabadgelyo, xasilooni, iyo caafimaad.]"
"The study also shed light on significant facility-based challenges that compromise the quality of care. A key issue was the inadequate number of midwives, which likely contributes to the long queues women reported. Additionally, the absence of essential equipment and drugs was a major problem. For example, health service providers specifically recommended a greater number of trained midwives and the provision of critical logistics like ultrasound machines and proper delivery equipment to ensure effective and high-quality care.",academic,"[Shaqada waxay sidoo kale iftiimisay nuxurka masuuliyada muhiimka ah ee xarumaha ee ku xeeranayaa sifaadha ah ee daryeelka. Su'aal muhiim ah waxay ahayd tirada raadraaca ah ee daryeelka qoyska, taas oo ay ku xeeran tahay safarada dheer ee haweenka soo warwaray. Intaas waxaa dheeraa, gudniinka alaabta iyo dawaafka muhiimka ah waxay ahayd su'aal weyn. Tusaale ahaan, bixiyayaasha adeegyada caafimaadka waxay ugu talinayaan tirada badan ee daryeelka qoyska waxbarashada iyo soo gudbinta logistigga muhiimka ah sida mashineyada ultrasound iyo alaabka daryeelka si loo hubiyo daryeelkaa fiicnaad iyo sifaadha ah.]"
"Okonkwo was an imposing figure, tall and massive with a severe expression, a result of his bushy eyebrows and wide nose. His breathing was so heavy that his family could hear it from their own houses when he slept. When he walked, his heels barely touched the ground, making him seem poised to pounce on someone—which he often did. He had a slight stammer, and in moments of anger, he would resort to his fists when words failed him. He had no patience for men who were not successful, and this sentiment stemmed from his deep-seated shame for his own father.",literature,"[Okonkwo wuxuu ahaa sawir adag, oo dheer iyo weyn, oo leh muuqaal adag, sababta oo ka yimid masaraha bushy iyo dhuunta weyn. Nafteeda waxay ahaayeen aad u qalalan, qoyskiisuna waxay maqlayn jirtay markii uu seexanayay guryaha ay ka ahayn. Markii uu tagay, koorkeeda waxay ugu yaraayeen dhulka, kana dhigay inuu noqday mid isku dayay inuu dhaqaaqo qof—oo uu badanaa sameeyay. Wuxuu lahaa stammer yar, iyo markii uu xanuunsanayay, wuxuu ugu tagay gacanadii markii uu aad ugu xanuunsanayay. Wuxuu lahaa heshiis la'aan ah oo aan lahayn ragga aan guul lahayn, iyo aragtidaas waxay ka timid xishooda ugu badnaa oo ah xishooda hoose ee aabihi.]"
"The West African Examinations Council (WAEC) says officials implicated in acts of corruption during the Basic Education Certificate Examination (BECE) will be blacklisted from ever taking part in its activities again. Speaking on JoyNews’ PM Express on September 8, WAEC’s Director of Public Affairs, John Kapi, said the Council cannot continue to work with individuals who have betrayed the trust placed in them during national examinations.",news,"[Shirka Bariga Afrika ee Imtixaanka (WAEC) ayaa sheegtay in mas'uuliyiinta kuwa lahayd in ay kuwaan qeyb qaadanayaan wax walba oo la xiriira musuqmaaska ah kaddib imtixaanka Shahaadada Waxbarashada Bilicda (BECE) ayaa lagu jirayn doono in ay ka qeyb galeen dhaqdhaqaaqyada shirka. Hadalka uu ku hadlay telefishanka JoyNews ee PM Express bishii Sebtembar 8, John Kapi, agaasimaha xafiiska ugu sareeya ee u dhaqdhaqaynta dadweynaha ee WAEC, ayaa yiri shirka ma ahan in ay sii wada shaqeeyaan dadka ay ugu dhaqaaqeen amaanada loo sameeyay kaddib imtixaanka qaranka.]"
"The study found that while a high percentage of women did engage with some maternal health services—87.5% attended antenatal care (ANC), 87.3% had a skilled delivery, and 84.8% had a postnatal care (PNC) visit—the frequency of care was a concern. A little over half of the participants (53.4%) had the recommended four or more ANC visits, and nearly half (46.9%) didn't register until their second trimester. These figures highlight a gap between initial access and consistent, timely utilization of services, suggesting that women may be facing obstacles that prevent them from fully engaging with the healthcare system throughout their pregnancies.",academic,"[Shaqada waxay ogaatay in ay jirto heer sare oo ugu yaraan 87.5% oo haweenka ay la kulmeen adeegyada caafimaadka ugu dambeynta, 87.3% ay la kulmeen adeegyada caafimaadka ugu dambeynta, iyo 84.8% ay la kulmeen adeegyada caafimaadka ugu dambeynta, laakiin hadba aad ayay ugu badnaa adeegyada caafimaadka ugu dambeynta. 53.4% oo iskuulka ka qalin jabisay ayaa la kulmay ANC, iyo 46.9% ayaa ma aqbashay ilaa xilliga labaad. Tirokan waxay faafisaan jidhka u dhexeeya fursada hawlgalka iyo adeegyada caafimaadka, waxayna muujineysaa in haweenka ay la kulmeen caqabado ay ka baxayaan adeegyada caafimaadka ugu dambeynta.]"
