text,source,translated,backtranslated,similarity_score
"These are people who certainly have not proved that they are worthy of the trust that we repose in them. As far as this job is concerned, let me also indicate that when it comes to BECE, most of the decisions are taken by the Ghana Education Service. For example, the selection of supervisors and invigilators is done by the district exams officer, he explained. His comments come in the wake of a JoyNews Hotline investigation led by GH Probe’s Francisca Enchil, which uncovered disturbing levels of collusion at examination centres.",news,"[Ni abantu bafitanye icyizere cyacu, kandi batahakanye kuwushyira muri icyizere. Mu kazi hii, nashimira kwerekana ko mu kazi ya BECE, amabwiriza yinshi yatewe n'ikigo cy'igihugu cy'uburezi cya Ghana. Kwa mfano, ubwiriza bw'abanyamigabane n'abashinzwe kuyobora imihigo byatewe n'umuyobozi wa kaminuza, yabivuze. Ibi yavuze mu gihe cy'ikiganiro cya JoyNews Hotline cyashyizweho na GH Probe’s Francisca Enchil, cyasohoye amakuru y'icyizere cy'abanyamigabane mu ishuri.]","[They are people who have our trust, and they have not refused to put it in trust. In this post, I would like to point out that in BECE's work, many of the directives were issued by the National Education Agency of Ghana. For example, the supervision of shareholders and the auditors was given by the university president, he said. This was during a JoyNews Hotline interview hosted by GH Probes Francisca Enchil, who published the shareholder trust data in the school.]",0.7145028710365295
"A variety of socioeconomic and cultural factors were identified as major barriers to accessing and utilizing MHCS. Over half of the women surveyed cited poverty, illiteracy, restrictions from their husbands, the distance to health facilities, and long queues as reasons for not using services. Additionally, over a third of the women pointed to cultural practices within their communities as a cause for delays in seeking care. These findings reveal that addressing maternal health in this region requires more than just improving clinical services; it also means tackling deeply rooted societal and personal challenges that women face daily.",academic,"[Ikiguzi cyane cy'imibereho y'abaturage n'imbere y'amasomo yabonetse kuva ibangamirwa bikubye mu kugera kuri serivisi z'ubuzima z'ababyeyi. Zaidi ya nusu ya abagore batwaje baratubwiye ubukene, kutokwizwa, kubwirwa na bavandimwe, umbali kwa serivisi z'ubuzima, na amasaha maremare kuva ibisababaza kugera kuri serivisi. Kugira aho, zaidi ya gatatu ya abagore baratubwiye ko kwiga kw'amasomo mu muryango wabo kuva sababu ya kuzinduka kwigera kuri serivisi. Ibi byatanzwe byerekana ko kugabanya ubukabukabu mu bujyakuru bw'ababyeyi mu karere haki kugira aho kuzamura serivisi za klinikarano; kugira ngo kugabanya ibangamirwa bikubye vya sosiyete n'iby'umuntu wese ababyeyi bafata kila siku.]","[The high cost of social and pre-school life was due to increased barriers to access to maternal health services. More than half of the women surveyed reported poverty, neglect, family counseling, distance from health services, and long hours from painful to service. To that end, more than a third of women surveyed reported that educational learning in their family was due to increased independence from services. These findings suggest that reducing the burden of parental responsibility in order to improve the quality of clinical services in the community; to reduce the social and personal barriers that each parent faces on a daily basis.]",0.7071016430854797
"Despite his shortcomings, Unoka was a talented musician. He was a tall but very thin man with a slight stoop and a mournful look, which would disappear when he was drinking or playing his flute. His happiest moments came in the months after the harvest, when the village musicians would retrieve their instruments from above the fireplace. Unoka would join them, his face filled with pure joy and peace. Sometimes, other villages would invite Unoka and his band to teach them their tunes, and they would stay for several months, sharing their music.",literature,"[Ndakurwanya kubura kwake, Unoka yari umuhanzi mwiza. Yari umugabo muremure kandi murefu, ari n'umwanya wa kugwa na maso y'umutima, yari yagwa igihe yari kurya cyayi cyangwa kurya umwironge. Igihe cy'umwaka yari kigwa kibura, igihe abahanzi ba kijijini bari barikoresha ibikoresho vyabo vya muzika, vyari vikiriwe hejuru ya kurya. Unoka yari kubashirikana, umaso wake wari wimwe na furaha na amahoro. Mw'igihe, kijiji kingine kibamwita Unoka na bendi yake kubafasha kubikora, bari bagira kwa mizani myinshi, bakishirikana muzika yabo.]","[I object to his absence, Unoka was a good musician. He was a tall and tall man, with a time for falling and hearty eyes, he fell when he was having tea or eating a snack. The time of the year was falling short, when the musicians of the village were using their musical instruments, which were received above the table. Unoka would be their admirer, his face was one of joy and peace. At the time, another fool called him Unoka and the band he helped them to make, they were having a lot of fun, sharing their music.]",0.8086062669754028
"At the Derby Avenue RC Basic School and St. George’s Anglican Basic School in Accra, invigilators were captured openly demanding GH¢60 daily tokens, supervisors pocketed envelopes of GH¢400, and candidates were asked to contribute to an Aseda Offertory. John Kapi stressed that once WAEC provides feedback on such incidents, it is the responsibility of the Ghana Education Service (GES) to take decisive action. And so when these issues come up, once the feedback goes to them, we [WAEC] expect that they would react appropriately and ensure that the right action is taken against the people, he said.",news,"[Ukuri kuri shuri ya Derby Avenue RC Basic School na St. George’s Anglican Basic School i Accra, abacamanza bari barasabaga amafaranga ya kila siku ya GH¢60, abashinze bari barapata amashusho ya GH¢400, n’abanyeshuri bari bafunzwa kwishyira mu Aseda Offertory. John Kapi yavuze ko ukaba WAEC ibagezaho ibisobanuro kuri ibi bijyanye, ni wajibu wa Ghana Education Service (GES) kugira icyo ari cyiza. N’ubwo ibi bijyanye, ukaba ibisobanuro bigiye kubagezwa, tuna [WAEC] tukitegereje ko bazakira icyo ari cyiza n’uko bazakira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cyiza kugira icyo ari cy","[In fact at Derby Avenue RC Basic School and St. George's Anglican Basic School in Accra, the judges were demanding a daily fee of GH¢60, the prosecutors were demanding GH¢400, and the students were being imprisoned for their participation in the Aseda Offertory. John Kapi said that the WAEC is providing them with a definition of this, it is the duty of the Ghana Education Service (GES) to do good.",0.7562550902366638
"For rural communities in Ghana, especially in the Kumbungu district, access to and use of maternal healthcare services (MHCS) remain a significant challenge. This study set out to explore the specific barriers preventing women from utilizing these services and to evaluate the quality of care provided. The research adopted a mixed-methods approach, combining both quantitative and qualitative data to get a comprehensive view of the situation. This phased design involved surveying 441 pregnant and postpartum women and conducting interviews with 20 healthcare providers. A facility checklist was also used to assess the state of clinics, including the availability of essential drugs and equipment.",academic,"[Urwego rw'abaturage mu majyepfo ya Ghana, cyane cyane mu karere ka Kumbungu, kugera kwa na kuyitumiza serivisi za kuboneza (MHCS) zikomeje kuba ishingiro rikomeye. Ushusho huu wari witeguye kureba ibibazo vyinshi vikomeje kuzuza abagore kuyitumiza serivisi hizi na kumenyesha ubora w'uruhusu rwabonetse. Ushusho wari wategekaga uburyo bwo kuburira, bwambaye ibitabo by'ibyegeranyo na by'ibyiciro kugira uruhare rwo kureba hali yose. Ushusho huu wari wategekaga mu kwezi, wari wategekaga kugoroma 441 abagore bapfa na bapfa na kugoroma 20 abonetse. Itegeko ry'ikigo ryari rikorerwa kureba hali y'ibitaro, ikurikiranya ubujyanye bw'imiti na ibikoresho vy'ingenzi.]","[The public sector in southern Ghana, especially in Kumbungu region, access to and demand for management services (MHCS) remains a strong base. This chart was prepared to address the many questions that continue to fill women to request these services and to report skin lesions that have been found. The chart had mandated an alert system, wearing collectible and priceless books to contribute to the monitoring of any condition. This chart had been mandated in the previous month, mandating 441 deaths and 20 abductions. The chart was for the monitoring of hospital conditions, which monitored the trade of medicines and essential equipment.]",0.6917189359664917
"Okonkwo was a man of great renown throughout his nine villages and even beyond, a fame built entirely on his own remarkable achievements. At just eighteen years old, he brought honor to his village by defeating Amalinze the Cat, a legendary wrestler who had been undefeated for seven years. Amalinze earned his nickname because his back never once touched the earth. The old men of the village considered Okonkwo's victory one of the fiercest fights they had ever seen.",literature,"[Okonkwo yari umugabo w'izina ry'ingenzi mu miryango yose itandatu na kure, umwihariko wose wabaye uwe mafunguro y'ingenzi y'umwene. Mu myaka 18 gusa, yarampindiye umwanya umwene kwa kuzamuka Amalinze Igiho, umukwita w'ingenzi wari waraye kubwira mu myaka 7. Amalinze yabaye yitwa Igiho kubera ko muvumo w'umwanya wari ushobora kugwa k'isi. Abakuru ba muryango bari bavuga ko Okonkwo yatsinze umukwita w'ingenzi wari waraye kubwira mu myaka 7.]","[Okonkwo was a man of the name of the traveler in all six families and beyond, all the specials became his traveler's food. At only 18 years old, he won me the time to ascend Amalinze Igiho, the traveler's summoner who had been sleeping for 7 years. Amalinze became called Igiho because the curse of time could fall on the earth. The elders of the family said that Okonkwo defeated the traveler's summoner who had been sleeping for 7 years.]",0.7738660573959351
"Muntaka assured the committee of full logistical and secretariat support from the Ministry and urged them to partner with civil society organizations, development partners, and faith-based institutions in carrying out their work. He described the task as heavy but honorable, stressing that the people of Gbenyiri and surrounding communities were looking up to the committee as instruments of peace, reconciliation, and healing.",news,"[Muntaka yashimye komite ya usaidizi wote wa kimuundo na wa sekretariati kutoka kwa Wizara na akawashauri kufanya kazi kwa ushirikiano na mashirika ya kiraia, washirika wa maendeleo, na taasisi za kidini katika kazi zao. Alielezea kazi hiyo kuwa nzuri lakini ya heshima, akisisitiza kwamba watu wa Gbenyiri na jamii zinazozunguka zilikuwa zikiwategemea komite hiyo kama zana za amani, upatanisho, na uponyaji.]","[The Minister commended the committee for all the social and secretarial support from the Ministry and advised them to work in collaboration with civil society organizations, development partners, and religious institutions in their work. He described the work as positive but dignified, stressing that the people of Gbenyiri and surrounding communities were still dependent on the committee as a means of peace, reconciliation, and healing.]",0.8272674083709717
"The study also shed light on significant facility-based challenges that compromise the quality of care. A key issue was the inadequate number of midwives, which likely contributes to the long queues women reported. Additionally, the absence of essential equipment and drugs was a major problem. For example, health service providers specifically recommended a greater number of trained midwives and the provision of critical logistics like ultrasound machines and proper delivery equipment to ensure effective and high-quality care.",academic,"[Ikigani kiriho kandi kivumbuza ibibazo vyinshi byo mu kazi vyabaye vyinshi, vyabaye vyinshi vyabaye vyinshi vyabaye vyinshi vyabaye vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi vyabawe vyinshi","[The myth is real and reveals many of the issues in the workplace many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many, many",0.18646715581417084
"Okonkwo was an imposing figure, tall and massive with a severe expression, a result of his bushy eyebrows and wide nose. His breathing was so heavy that his family could hear it from their own houses when he slept. When he walked, his heels barely touched the ground, making him seem poised to pounce on someone—which he often did. He had a slight stammer, and in moments of anger, he would resort to his fists when words failed him. He had no patience for men who were not successful, and this sentiment stemmed from his deep-seated shame for his own father.",literature,"[Okonkwo yari umuntu w'ingenzi, mwinshi na mukuru, afite isura ikomeye, ikaba ariyo mpamvu y'amaso y'ingurube n'ijosi y'indobwe. Kuvura kwake kwari gusuka cyane ko kwabashaga kumusikira mu nzu zabo wenyine igihe yari amaze kuvura. Igihe yari agendana, kaguru ke yari kigendana gusa kuri isi, kikamugira nk'uko yari ashaka kugwa kuri umuntu—kikaba ariko yari akora. Yari afite kigongi, na mu gihe cy'ikibazo, yari agendana kwa mikono igihe amazina yamwese. Yari afite ubwoba kwa abagabo batari bashoboye, n'ikibazo cyose kikaba ariyo mpamvu y'umworo w'ingenzi yari afite kwa se w'ise.]","And the man was a traveller, tall and stout, of strong countenance, and of eyes of swine, and of a neck of dogs; and his cure was so great that they could not bring him into their houses alone after he was cured; and when he walked, his foot was bare on the ground, and made him as if he would fall upon any man or work; and he was sick, and in trouble, and walked with his hands for a time, as if he were a common name; and he feared men who were not able, and all the trouble was because of the poverty of the traveller with his father.",0.375193327665329
"The West African Examinations Council (WAEC) says officials implicated in acts of corruption during the Basic Education Certificate Examination (BECE) will be blacklisted from ever taking part in its activities again. Speaking on JoyNews’ PM Express on September 8, WAEC’s Director of Public Affairs, John Kapi, said the Council cannot continue to work with individuals who have betrayed the trust placed in them during national examinations.",news,"[Inama yavuga ko abafatanya umwuga wabaye bafatwa n'ikibazo cyo kuhitana mu gihe cyo kwigisha amasomo ya BECE bazahitwa kubazwa mu kazi zacyo kugira ngo zikomeke. Kapi yavuze ku kiganiro cha JoyNews’ PM Express ku wa 8 Nzeri, ati Inama ishobora kubakira n'abafatanya umwuga bafatwa n'ikibazo cyo kuhitana mu gihe cyo kwigisha amasomo ya national.]","[The council said that partners who were killed while teaching BECE classes would be held accountable for their actions to the detriment of the council. Kapi told JoyNews PM Express on September 8, ""The council can also take care of partners who were killed while teaching national classes"".]",0.52223801612854
