Model,Source,Similarity Score (%),Raw Score
nvidia_deepseek_ai_deepseek_r1_0528,academic,14.16%,14.15829278063029
nvidia_deepseek_ai_deepseek_r1_0528,literature,38.85%,38.84805351495743
nvidia_deepseek_ai_deepseek_r1_0528,news,49.43%,49.432702362537384
nvidia_ai21labs_jamba_1_5_large_instruct,academic,14.16%,14.15829278063029
nvidia_ai21labs_jamba_1_5_large_instruct,literature,38.85%,38.84805351495743
nvidia_ai21labs_jamba_1_5_large_instruct,news,49.43%,49.432702362537384
nvidia_meta_llama_3_3_70b_instruct,academic,14.16%,14.15829278063029
nvidia_meta_llama_3_3_70b_instruct,literature,38.85%,38.84805351495743
nvidia_meta_llama_3_3_70b_instruct,news,49.43%,49.432702362537384
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,academic,14.16%,14.15829278063029
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,literature,38.85%,38.84805351495743
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,news,49.43%,49.432702362537384
nvidia_qwen_qwq_32b,academic,14.16%,14.15829278063029
nvidia_qwen_qwq_32b,literature,38.85%,38.84805351495743
nvidia_qwen_qwq_32b,news,49.43%,49.432702362537384
nvidia_google_gemma_2_27b_it,academic,14.16%,14.15829278063029
nvidia_google_gemma_2_27b_it,literature,38.85%,38.84805351495743
nvidia_google_gemma_2_27b_it,news,49.43%,49.432702362537384
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,academic,14.16%,14.15829278063029
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,literature,38.85%,38.84805351495743
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,news,49.43%,49.432702362537384
nvidia_deepseek_ai_deepseek_v3_1,academic,14.16%,14.15829278063029
nvidia_deepseek_ai_deepseek_v3_1,literature,38.85%,38.84805351495743
nvidia_deepseek_ai_deepseek_v3_1,news,49.43%,49.432702362537384
nvidia_openai_gpt_oss_120b,academic,14.16%,14.15829278063029
nvidia_openai_gpt_oss_120b,literature,38.85%,38.84805351495743
nvidia_openai_gpt_oss_120b,news,49.43%,49.432702362537384
nvidia_moonshotai_kimi_k2_instruct,academic,14.16%,14.15829278063029
nvidia_moonshotai_kimi_k2_instruct,literature,38.85%,38.84805351495743
nvidia_moonshotai_kimi_k2_instruct,news,49.43%,49.432702362537384
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,academic,14.16%,14.15829278063029
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,literature,38.85%,38.84805351495743
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,news,49.43%,49.432702362537384
nvidia_writer_palmyra_creative_122b,academic,14.16%,14.15829278063029
nvidia_writer_palmyra_creative_122b,literature,38.85%,38.84805351495743
nvidia_writer_palmyra_creative_122b,news,49.43%,49.432702362537384
nvidia_qwen_qwen3_coder_480b_a35b_instruct,academic,14.16%,14.15829278063029
nvidia_qwen_qwen3_coder_480b_a35b_instruct,literature,38.85%,38.84805351495743
nvidia_qwen_qwen3_coder_480b_a35b_instruct,news,49.43%,49.432702362537384
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,academic,14.16%,14.15829278063029
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,literature,38.85%,38.84805351495743
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,news,49.43%,49.432702362537384
