text,translated,backtranslated,similarity_score
Ablekuma North Parliament Election: The implication of NDC's Ewurabena Aubynn's win.,Ìdìbò Ìpínlẹ̀ Abẹ́kúma Àríwá: Ìyọrísí ìṣẹ́gun Ewurabena Aubynn ti NDC.,North Abakumma Provincial Election: The result of the victory of Mr. Aubynn of the NDC.,0.7917280197143555
Asante Kotoko's game against Kwara United won't be a walkover – Sarfo Duku.," Sarfo Duku, ìdíje Asante Kotoko lòdì sí Kwara United kì yóò jẹ́ ìlọ́po-lọ́po.","Sarfo Duku, Asante Kotoko's match against Kwara United will not be a doubleheader.",0.6853023171424866
At least 13 drown fleeing armed men in northwest Nigeria.,"Ó kéré tán, àwọn ọkùnrin mẹ́tàlá ló rì nígbà tí wọ́n ń sá kúrò ní àríwá ìwọ̀ oòrùn Nàìjíríà.",At least 13 men drowned while fleeing north-western Nigeria.,0.9156008958816528
Kumawu MP urges Parliament to act on crisis in Ghana’s prisons.,Aṣojú fún ẹgbẹ́ aṣòfin Kumawu rọ ilé Ìgbìmọ̀ aṣòfin láti gbé ìgbésẹ̀ lórí wàhálà tó wà ní ọgbà ẹ̀wọ̀n Gánà.,The Kumawu parliamentary representative urged the Parliament to take action on the prison crisis in Ghana.,0.8925836086273193
"Diddy declines to testify, praises judge as sex trafficking trial nears end.","Diddy kọ̀ láti jẹ́rìí, ó yin onídàájọ́ nígbà tí ìgbẹ́jọ́ nípa ìtàdálẹ̀ ìbálòpọ̀ ń parí lọ.","Diddy refused to testify, praising the judge at the conclusion of the sexual assault trial.",0.7464268803596497
'Asibolanga' and all the 2022 beef songs that took the internet by storm.,'Asibolanga' àti gbogbo orin ẹran-ẹranko 2022 tó gba ayélujára láàmú.,'Asibolanga' and all the 2022 beast music that has disturbed the internet.,0.7255589365959167
'Act now before the situation deteriorates' – NDC Spain branch tells Mahama amid rising 'insecurity’.,"""Ẹ ṣe ìgbésẹ̀ nísinsìnyí kí ipò náà tó burú sí i""  Ẹ̀ka NDC Spain sọ fún Mahama láàrín ""àìdánilójú"" tó ń pọ̀ sí i.","""Act now before the situation gets worse"" NDC Spain told Mahama amid growing ""uncertainty"".",0.8514756560325623
Was Jose Mourinho right?: Unpacking the lows of Dele Alli’s football career.,Ṣé Jose Mourinho ló tọ́?: Ṣíṣe àdàkọ àwọn ohun tó wà nísàlẹ̀ nínú eré bọọlu Dele Alli.,Is Jose Mourinho right?: Copying the following from Dele Alli's football game.,0.8729549646377563
Rema's Calm Down falls off Billboard Hot 100 after setting new record.,Calm Down ti Rema ṣubu kuro ni Billboard Hot 100 lẹhin ti o ṣeto igbasilẹ tuntun.,Rema's Calm Down dropped off the Billboard Hot 100 after setting a new record.,0.9781920909881592
'I have always wanted a girl' - Rihanna opens up on pressure of raising two sons.,'Mo ti fẹ́ ọmọbìnrin látìgbàdégbà' - Rihanna sọ nípa wàhálà tó wà nínú bíbójútó ọmọkùnrin méjì.,'I've always been married to a girl' - Rihanna talks about the stress of raising two boys.,0.7551613450050354
Adjusted level 2: Presido announce new restrictions for South Africa to contain Coronavirus.,Ipele ti a ṣe atunṣe 2: Presido kede awọn ihamọ tuntun fun South Africa lati ni Coronavirus.,Modified phase 2: Presido announces new restrictions for South Africa to catch the Coronavirus.,0.8788214921951294
'What kind of nonsense is that?' - Prophet descends on GRNMA.,'Ìwà òmùgọ̀ wo lèyí? - Wòlíì sọ̀kalẹ̀ sórí GRNMA.,'What kind of foolishness is this? - The Prophet descends on the GRNMA.,0.8410190939903259
2023 AFCON: Ivory Coast Cote coach slams Nigeria for being overly defensive.,2023 AFCON: Olùdarí Ivory Coast nà Nàìjíríà níjà fún jíjé tí ó ń dáàbò bo ara rẹ̀ jù.,2023 AFCON: Ivory Coast captain beats Nigeria for being the most defensive.,0.8248005509376526
