Model,Source,Similarity Score (%),Raw Score
nvidia_deepseek_ai_deepseek_r1_0528,academic,89.92%,89.91814136505127
nvidia_deepseek_ai_deepseek_r1_0528,literature,97.00%,97.00299978256226
nvidia_deepseek_ai_deepseek_r1_0528,news,91.80%,91.79736614227295
nvidia_ai21labs_jamba_1_5_large_instruct,academic,89.92%,89.91814136505127
nvidia_ai21labs_jamba_1_5_large_instruct,literature,97.00%,97.00299978256226
nvidia_ai21labs_jamba_1_5_large_instruct,news,91.80%,91.79736614227295
nvidia_meta_llama_3_3_70b_instruct,academic,89.92%,89.91814136505127
nvidia_meta_llama_3_3_70b_instruct,literature,97.00%,97.00299978256226
nvidia_meta_llama_3_3_70b_instruct,news,91.80%,91.79736614227295
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,academic,89.92%,89.91814136505127
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,literature,97.00%,97.00299978256226
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,news,91.80%,91.79736614227295
nvidia_qwen_qwq_32b,academic,89.92%,89.91814136505127
nvidia_qwen_qwq_32b,literature,97.00%,97.00299978256226
nvidia_qwen_qwq_32b,news,91.80%,91.79736614227295
nvidia_google_gemma_2_27b_it,academic,89.92%,89.91814136505127
nvidia_google_gemma_2_27b_it,literature,97.00%,97.00299978256226
nvidia_google_gemma_2_27b_it,news,91.80%,91.79736614227295
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,academic,89.92%,89.91814136505127
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,literature,97.00%,97.00299978256226
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,news,91.80%,91.79736614227295
nvidia_deepseek_ai_deepseek_v3_1,academic,89.92%,89.91814136505127
nvidia_deepseek_ai_deepseek_v3_1,literature,97.00%,97.00299978256226
nvidia_deepseek_ai_deepseek_v3_1,news,91.80%,91.79736614227295
nvidia_openai_gpt_oss_120b,academic,89.92%,89.91814136505127
nvidia_openai_gpt_oss_120b,literature,97.00%,97.00299978256226
nvidia_openai_gpt_oss_120b,news,91.80%,91.79736614227295
nvidia_moonshotai_kimi_k2_instruct,academic,89.92%,89.91814136505127
nvidia_moonshotai_kimi_k2_instruct,literature,97.00%,97.00299978256226
nvidia_moonshotai_kimi_k2_instruct,news,91.80%,91.79736614227295
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,academic,89.92%,89.91814136505127
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,literature,97.00%,97.00299978256226
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,news,91.80%,91.79736614227295
nvidia_writer_palmyra_creative_122b,academic,89.92%,89.91814136505127
nvidia_writer_palmyra_creative_122b,literature,97.00%,97.00299978256226
nvidia_writer_palmyra_creative_122b,news,91.80%,91.79736614227295
nvidia_qwen_qwen3_coder_480b_a35b_instruct,academic,89.92%,89.91814136505127
nvidia_qwen_qwen3_coder_480b_a35b_instruct,literature,97.00%,97.00299978256226
nvidia_qwen_qwen3_coder_480b_a35b_instruct,news,91.80%,91.79736614227295
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,academic,89.92%,89.91814136505127
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,literature,97.00%,97.00299978256226
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,news,91.80%,91.79736614227295
