text,source,translated
"These are people who certainly have not proved that they are worthy of the trust that we repose in them. As far as this job is concerned, let me also indicate that when it comes to BECE, most of the decisions are taken by the Ghana Education Service. For example, the selection of supervisors and invigilators is done by the district exams officer, he explained. His comments come in the wake of a JoyNews Hotline investigation led by GH Probe’s Francisca Enchil, which uncovered disturbing levels of collusion at examination centres.",news,"[Batatu bantu bayingi kwa kweli baka pambula kwamba baka zola bantu kwa kutwala kwa kifupi kwa bantu. Kwa kifupi kwa kazi hii, nami nalingana kwamba wakati wa BECE, mabano mengi yamene yafanywa na Ghana Education Service. Kwa mfano, uchaguzi wa wafanyakazi na wafanyakazi wafanywa na afisa wa majaribio wa wilaya, alieleza. Maoni yake yanatokana na uchunguzi wa JoyNews Hotline ulioongozwa na GH Probe’s Francisca Enchil, ambao uligundua viwango vya kusumbua vya ushirikiano katika vituo vya mtihani.]"
"A variety of socioeconomic and cultural factors were identified as major barriers to accessing and utilizing MHCS. Over half of the women surveyed cited poverty, illiteracy, restrictions from their husbands, the distance to health facilities, and long queues as reasons for not using services. Additionally, over a third of the women pointed to cultural practices within their communities as a cause for delays in seeking care. These findings reveal that addressing maternal health in this region requires more than just improving clinical services; it also means tackling deeply rooted societal and personal challenges that women face daily.",academic,"[Nkisi ya kizazi na kisiasa na mambo ya kitamaduni yalibainishwa kama vizuizi vikuu vya kupata na kutumia MHCS. Zaidi ya nusu ya wanawake waliohojiwa walisema umaskini, ujuzi duni wa kusoma na kuandika, vikwazo kutoka kwa waume wao, umbali wa vituo vya afya, na mizunguko ndefu kama sababu za kutotumia huduma. Zaidi ya hayo, zaidi ya theluthi moja ya wanawake walitaja mazoea ya kitamaduni ndani ya jamii zao kama sababu ya kupunguza kutafuta huduma. Matokeo haya yanaonyesha kwamba kushughulikia afya ya uzazi katika eneo hili linahitaji zaidi ya kuboresha tu huduma za kimatibabu; pia inamaanisha kushughulikia changamoto za kijamii na za kibinafsi zilizo na mizizi ya kina ambazo wanawake hukabiliana nazo kila siku.]"
"Despite his shortcomings, Unoka was a talented musician. He was a tall but very thin man with a slight stoop and a mournful look, which would disappear when he was drinking or playing his flute. His happiest moments came in the months after the harvest, when the village musicians would retrieve their instruments from above the fireplace. Unoka would join them, his face filled with pure joy and peace. Sometimes, other villages would invite Unoka and his band to teach them their tunes, and they would stay for several months, sharing their music.",literature,"[Ndoki na makosa yandi, Unoka alingi mwanzi wa nzimbu. Yandi alingi muntu wa kala kala, kansi mbuta sana na kimbwa kidi na maswa ya kisasa, ambayo yambula lobi yandi alingi kudya au kubanza nzimbu yandi. Mawonso yandi ya kisasa yambula katika myezi yambula kwa kufuta, lobi wanzi wa nzimbu wa kimbwa yambula kubanza mawonso yambula kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta kwa kufuta"
"At the Derby Avenue RC Basic School and St. George’s Anglican Basic School in Accra, invigilators were captured openly demanding GH¢60 daily tokens, supervisors pocketed envelopes of GH¢400, and candidates were asked to contribute to an Aseda Offertory. John Kapi stressed that once WAEC provides feedback on such incidents, it is the responsibility of the Ghana Education Service (GES) to take decisive action. And so when these issues come up, once the feedback goes to them, we [WAEC] expect that they would react appropriately and ensure that the right action is taken against the people, he said.",news,"[Nkwa na Derby Avenue RC Basic School na St. George’s Anglican Basic School na Accra, invigilators zingidi zikala zitutu zikala zitutu zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala zitutu zikala"
"For rural communities in Ghana, especially in the Kumbungu district, access to and use of maternal healthcare services (MHCS) remain a significant challenge. This study set out to explore the specific barriers preventing women from utilizing these services and to evaluate the quality of care provided. The research adopted a mixed-methods approach, combining both quantitative and qualitative data to get a comprehensive view of the situation. This phased design involved surveying 441 pregnant and postpartum women and conducting interviews with 20 healthcare providers. A facility checklist was also used to assess the state of clinics, including the availability of essential drugs and equipment.",academic,"[Nkento ya kizazi kwa kizazi kwa jamii za vijijini nchini Ghana, hasa katika wilaya ya Kumbungu, upatikanaji na matumizi ya huduma za afya ya uzazi (MHCS) bado ni changamoto kubwa. Utafiti huu ulilenga kuchunguza vizuizi maalum vinavyowazuia wanawake kutumia huduma hizi na kutathmini ubora wa huduma zinazotolewa. Utafiti huu ulitumia mbinu ya mchanganyiko, ikichanganya data ya kiasi na ubora ili kupata mtazamo kamili wa hali hiyo. Muundo huu wa muda ulihusisha kuwafanya majaribio 441 wa wanawake wajawazito na baada ya kujifungua na kufanya mahojiano na watoa huduma za afya 20. Orodha ya kituo pia ilitumika kutathmini hali ya vituo, ikijumuisha upatikanaji wa dawa muhimu na vifaa.]"
"Okonkwo was a man of great renown throughout his nine villages and even beyond, a fame built entirely on his own remarkable achievements. At just eighteen years old, he brought honor to his village by defeating Amalinze the Cat, a legendary wrestler who had been undefeated for seven years. Amalinze earned his nickname because his back never once touched the earth. The old men of the village considered Okonkwo's victory one of the fiercest fights they had ever seen.",literature,"[Nkoko Okonkwo akiyama kisalu kikwenda kikwenda na kilanda kikwenda kikwenda, na kisalu kikwenda kikwenda na kilanda kikwenda kikwenda, na kisalu kikwenda kikwenda na kilanda kikwenda kikwenda. Kuna kisalu kikwenda kikwenda, akiyama kisalu kikwenda kikwenda na kilanda kikwenda kikwenda, na kisalu kikwenda kikwenda na kilanda kikwenda kikwenda. Amalinze akiyama kisalu kikwenda kikwenda na kilanda kikwenda kikwenda, na kisalu kikwenda kikwenda na kilanda kikwenda kikwenda. Nkoko Okonkwo akiyama kisalu kikwenda kikwenda na kilanda kikwenda kikwenda, na kisalu kikwenda kikwenda na kilanda kikwenda kikwenda.]"
"Muntaka assured the committee of full logistical and secretariat support from the Ministry and urged them to partner with civil society organizations, development partners, and faith-based institutions in carrying out their work. He described the task as heavy but honorable, stressing that the people of Gbenyiri and surrounding communities were looking up to the committee as instruments of peace, reconciliation, and healing.",news,"[Muntaka akabidi komiti ya kusaidia kwa njia ya kimuundo na sekretariati kutoka kwa Wizara na kuwahimiza kushirikiana na mashirika ya kiraia, washirika wa maendeleo, na taasisi za kidini katika kazi yao. Aliielezea kazi hiyo kama nzito lakini ya heshima, akisisitiza kwamba watu wa Gbenyiri na jamii zinazozunguka walikuwa wakimtazama kamati hiyo kama zana za amani, upatanisho, na uponyaji.]"
"The study also shed light on significant facility-based challenges that compromise the quality of care. A key issue was the inadequate number of midwives, which likely contributes to the long queues women reported. Additionally, the absence of essential equipment and drugs was a major problem. For example, health service providers specifically recommended a greater number of trained midwives and the provision of critical logistics like ultrasound machines and proper delivery equipment to ensure effective and high-quality care.",academic,"[Nkanda ya kisasa ya kufanya kazi na masuala mambu ya kifua, ambayo yanapunguza ubora wa huduma za afya. Mwanzo mwingine ulikuwa ni idadi ndogo ya wakunga, ambayo inaweza kuwa sababu ya mizunguko ndefu ya wanawake. Zaidi ya hayo, ukosefu wa vifaa muhimu na dawa ulikuwa tatizo kubwa. Kwa mfano, watoa huduma za afya walipendekeza hasa kuwa na idadi kubwa ya wakunga waliofunzwa na kutoa vifaa muhimu kama vile mashine za ultrasound na vifaa vya kutosha kwa ajili ya kuhakikisha huduma bora na za ubora wa juu.]"
"Okonkwo was an imposing figure, tall and massive with a severe expression, a result of his bushy eyebrows and wide nose. His breathing was so heavy that his family could hear it from their own houses when he slept. When he walked, his heels barely touched the ground, making him seem poised to pounce on someone—which he often did. He had a slight stammer, and in moments of anger, he would resort to his fists when words failed him. He had no patience for men who were not successful, and this sentiment stemmed from his deep-seated shame for his own father.",literature,"[Nkoko Okonkwo alingi muntu wa kipenzi, mrefu na mkubwa na uso wa kutisha, matokeo ya mabega yake ya kawaida na pua pana. Kupumua kwake kulikuwa kwa uzito kwamba familia yake ilikuwa inaweza kusikia kutoka kwa nyumba zao wenyewe wakati alipokuwa amelala. Wakati alipokuwa akitembea, viatu vyake havikuwa vikigusa ardhini, na kumfanya aonekane kuwa tayari kumpiga mtu—jambo ambalo alilifanya mara nyingi. Alikuwa na kikohozi kidogo, na katika nyakati za hasira, alitumia mikono yake wakati maneno yalishindwa kumfanya. Hakuna subira kwa wanaume ambao hawakuwa wenye mafanikio, na hisia hii ilianza kutokana na aibu yake ya kina kwa ajili ya baba yake mwenyewe.]"
"The West African Examinations Council (WAEC) says officials implicated in acts of corruption during the Basic Education Certificate Examination (BECE) will be blacklisted from ever taking part in its activities again. Speaking on JoyNews’ PM Express on September 8, WAEC’s Director of Public Affairs, John Kapi, said the Council cannot continue to work with individuals who have betrayed the trust placed in them during national examinations.",news,[Nkento ya Kongo ya Bikweli ya Afelika ya Lwesi (WAEC) ezinga bantu ba kota mpe ve na maloba ya kosa ya mokonzi ya Bikweli ya Kikongo ya Kala ya Kala (BECE) bavanda ve na kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya kala ya k
