text,source,translated,backtranslated,similarity_score
"Local government minister swears in new board members for ILGS, LUSPA.",news titles,"Mministri wa tsogoleri la malo akusweka zina la amapalamulo atsopano ku ILGS, LUSPA.","The minister of the environment is breaking some of the new laws in ILGS, LUSPA.",0.5780689716339111
"Farmers to receive $5,040 per tonne of cocoa for 2025/2026 season.",news titles,"Odyera m'munda adzalandira $5,040 pamtondo uliwonse wa koko kwa nyengo ya 2025/2026.","The gardeners will receive $5,040 for each bushel of cocoa for the 2025/2026 season.",0.8817052841186523
Obofour and Agradaa must settle their beef in court instead of social media – Onegod.,news titles,Obofour ndi Agradaa akuyenera kuthetsa lovenza lawo ku khoti m'malo mwake pa social media - Onegod.,Obofour and Agradaa should settle their dispute in court instead of social media - Onegod.,0.9614397883415222
"I'm saying, this after the first budget has been presented, so check the allocations.",news content,"Ndikutchula izi pambuyo pa kuwonetsa bajeti yokuwa yoyamba, chotero yang'anani ndalama zomwe zatchedwazo.","I mention this after presenting the first-rate budget, so look at the sums mentioned.",0.6785436868667603
"It strengthens their hand in demanding climate finance, asserting legal claims for damages, and holding high-emitting nations accountable.",news content,"Imewathandiza mphamvu yofuna ndalama zokwana za chinja cha nyengo, kutsimikizira zomwe akufuna potsatira malamulo chifukwa cha mavuto omwe wali kutsogolo komanso kusunga mitundu yomwe ikutulutsa gasi yensebumba yofulumira.","It has helped them to raise money for climate change, to ensure their legal needs are met in the face of the challenges ahead and to preserve the species that produce the fast-moving shale gas.",0.7111412286758423
Fadil Yusif outwitted his colleagues in the male 1km race to win the battle.,news content,Fadil Yusif anaposa abwenzi ake pa mtundu wa amuna pa 1km kukapambana nawo.,Fadil Yusif beat his teammates in the men's 1km race to win the event.,0.7911982536315918
Do you know the last thing that went through my mind seconds before I got shot? Me.,movies,Mukudziwa zambiri zomwe zinapita m'magan mwanga seconds mbiri isanandiyese? Ine.,You know how much went through my mind seconds before history tested me?,0.4151330292224884
"All right, how are you?",movies,"Tikulandirani, muli bwanji?",How are you?,0.8328203558921814
"All right, take my car. Give it to him and tell him to ring me.",movies,"Zikomo, tenga galimoto yanga. Muzipeze yai ndipo muzimuze ine ndimuitse.","Thank you, take my car. Get an egg and tell him I'll put it down.",0.6611700057983398
"Other people who are looking for jobs, if they hadn't won, then they will be parliamentary candidates who had worked for the party.",political monologue,"Othawa amene akufuna ntchito, ngati sanaphumele, kenaka iwo adzakhala akuluakulu a chipanji achipani omwe adasewerera chipanjiwo.","The refugees who are looking for work, if they don't get off, then they will be the party's top sponge that played the sponge.",0.5912023782730103
A government that wants to work at this can collaborate effectively with civil society.,political monologue,Serikali yomwe ikufuna kugwira ntchito pa izi ingagwirizane bwino ndi anthu wamba.,A government that wants to work on this will have to work well with the people.,0.7348398566246033
"A lot of new MPs are battling with campaign expenses and other challenges, so they need to be guided.",political monologue,"Zambiri mwa anthu a phungu zatsopano zikuvutika ndi ndalama zogwilira ntchito komanso zovuta zina, choncho akufunika kuongozedwa.","Many of the new recruits are struggling financially and emotionally, and they need guidance.",0.4885542094707489
It's time to feed your faith and starve your doubts.,religious,Ukasinthawi yokupatsa chiyembekezo chanu chakudya ndi kusanyinyiriza sh сомнения anu.,It's time to feed your hopes and not doubt your dreams.,0.5140544176101685
It's time to feed on the word of God.,religious,Uli kodi wa kulya mawu a Mulungu.,Are you eating the word of God?,0.6678181290626526
Thanks be to God who causes us to triumph always by Christ Jesus.,religious,"Timudzipezanso ngati tatagawana chifukwa cha Yesu Kristu, sitikukayikanso koma tikulimbana chifukwa cha iye uyo watitola kuti tigawane ndi iye, Ambuye wathu.","We also find ourselves if we have partaken for the sake of Jesus Christ, no longer hesitant but striving for the sake of him who called us to share with him, our Lord.",0.3595590591430664
"This man brain must be protected, he is powerful respect sir.",youtube comments,"Ubongo wa mwamuna uyu uyenera kudalitsidwa, ndi wamphamvu, mtendere kwa inu sir.","This man's brain should be blessed, and strong, peace be upon you sir.",0.6561728119850159
I am Ga and proud of the asante.,youtube comments,Ndi Ga ndipo ndimanyadira za asante.,I'm Ga and I'm proud of you.,0.7310277819633484
Some of us Ga trace our lineage to some akan tribes.,youtube comments,Atifomu ife tikutsatira mbadwa zathu kwa dziko la Akan.,We are tracing our ancestry to the land of the Akan.,0.8047007918357849
