text,source,translated
"These are people who certainly have not proved that they are worthy of the trust that we repose in them. As far as this job is concerned, let me also indicate that when it comes to BECE, most of the decisions are taken by the Ghana Education Service. For example, the selection of supervisors and invigilators is done by the district exams officer, he explained. His comments come in the wake of a JoyNews Hotline investigation led by GH Probe’s Francisca Enchil, which uncovered disturbing levels of collusion at examination centres.",news,"[Ana ndi anthu ambao hakuna chithandizo kwamba wapitiliza kwa kuwa wafikapo kwa imani yathu. Kwa chifukwa cha nchito hii, ndinapanga kuti nkhaniyi, wakati umafika kwa BECE, maamuzi mengi anayapanga ni Ghana Education Service. Kwa mfano, kuchagua wachita mafunso na wachita mafunso kunachitika kwa ofisa wa majaribio wa boma, ananena. Maonesho ake anatulutsa kwa nthawi ya uchunguzi wa JoyNews Hotline uliopangwa na GH Probe’s Francisca Enchil, ambao unapata viwango vya kuyaluka kwa wafunzani kwenye vitengo vya majaribio.]"
"A variety of socioeconomic and cultural factors were identified as major barriers to accessing and utilizing MHCS. Over half of the women surveyed cited poverty, illiteracy, restrictions from their husbands, the distance to health facilities, and long queues as reasons for not using services. Additionally, over a third of the women pointed to cultural practices within their communities as a cause for delays in seeking care. These findings reveal that addressing maternal health in this region requires more than just improving clinical services; it also means tackling deeply rooted societal and personal challenges that women face daily.",academic,"[Chingerezo cha a socioeconomic na cultural chimene chili kuchulukidwa ngati vikwazo vikubwa vya kupata na kugwiritsa ntchito MHCS. Zaidi ya nusu ya akazi ankhulupirira kuti umasi, kusala, vikwazo vya mabwana awo, umbali wa zikhazikhazi za afya, na mizere yachangu yakhulupirira ngati sababu za kupita kwa matumizi ya matumizi. Zaidi ya kuno, zaidi ya thupi la akazi ankhulupirira ngati njira za cultural ndi sababu ya kuchita kwa mafunso achipatala. Mafunso awo anapititsa kuti kuchita afya ya akazi m'digawo ili ndi kupititsa zaidi ya kupititsa matumizi ya chipatala; inakhalitsa kuchita vikwazo vya societal na personal vikubwa vya akazi amene amakhulupirira kwa kila siku.]"
"Despite his shortcomings, Unoka was a talented musician. He was a tall but very thin man with a slight stoop and a mournful look, which would disappear when he was drinking or playing his flute. His happiest moments came in the months after the harvest, when the village musicians would retrieve their instruments from above the fireplace. Unoka would join them, his face filled with pure joy and peace. Sometimes, other villages would invite Unoka and his band to teach them their tunes, and they would stay for several months, sharing their music.",literature,"[Pa zinthu zake zosadzika, Unoka anali mcheni wamkulu wa mawu. Analibe m'gulu koma wapamwamba kwambiri ndi kuchimbila kwa uso wake, ambacho angachoka kuyenda kuyenda akakhala akunywa pomwe kapena akapanga fleti yake. Masabata ake abwino kwambiri anali m'mwezi uliyo pita kuchimwa, pamene wamkulu wa mawu a m'dziko anali kubweretsa ala zao kuti azipange. Unoka anali kuwajoina, uso wake ukapweteka nchifwa chachikulu ndi mtendere. M'maene ake, m'dziko mwa ena anali kumbana Unoka ndi bendi yake kuti azilembere kwa mawu awo, ndi kuwakhala kwa mwezi ming'ono, kushirikana mawu awo.]"
"At the Derby Avenue RC Basic School and St. George’s Anglican Basic School in Accra, invigilators were captured openly demanding GH¢60 daily tokens, supervisors pocketed envelopes of GH¢400, and candidates were asked to contribute to an Aseda Offertory. John Kapi stressed that once WAEC provides feedback on such incidents, it is the responsibility of the Ghana Education Service (GES) to take decisive action. And so when these issues come up, once the feedback goes to them, we [WAEC] expect that they would react appropriately and ensure that the right action is taken against the people, he said.",news,"[Pa sukulu ya Derby Avenue RC Basic na St. George’s Anglican Basic mu Accra, wachizungu anawunikidwa wakupempha kwa uwazi tokoni za kila siku za GH¢60, wakupewa mabokosi ya GH¢400, na wakufunsa kuchanganya kwa Aseda Offertory. John Kapi anati kwa kuwa WAEC ikapereka mawazo kwa ajili ya mambo agha, ni wajibu wa Ghana Education Service (GES) kuchita kazi ya kupambana. Kwa hivyo lini mambo agha anapita, lini mawazo anapita kwawo, tuna [WAEC] matumaini kwamba watachita kwa njia inayofaa na kuhakikisha kuwa hatua inayofaa inachukuliwa dhidi ya watu hawa, anati.]"
"For rural communities in Ghana, especially in the Kumbungu district, access to and use of maternal healthcare services (MHCS) remain a significant challenge. This study set out to explore the specific barriers preventing women from utilizing these services and to evaluate the quality of care provided. The research adopted a mixed-methods approach, combining both quantitative and qualitative data to get a comprehensive view of the situation. This phased design involved surveying 441 pregnant and postpartum women and conducting interviews with 20 healthcare providers. A facility checklist was also used to assess the state of clinics, including the availability of essential drugs and equipment.",academic,"[Mkhalidwe wa kuchipatala kwa wanawake wanaozaa (MHCS) unapunguza kwa kiasi kikubwa kwa jamii za vijijini nchini Ghana, hasa katika wilaya ya Kumbungu. Utafiti huu ulilenga kuchunguza vikwazo maalum vinavyozuia wanawake kutumia huduma hizi na kutathmini ubora wa huduma zinazotolewa. Utafiti huu ulitumia mbinu ya utafiti ya mchanganyiko, ikichanganya data ya kiasi na ubora ili kupata mtazamo mpana wa hali hiyo. Muundo huu ulijumuisha kufanya utafiti kwa wanawake 441 wajawazito na baada ya kujifungua na kufanya mahojiano na watoa huduma za afya 20. Orodha ya kituo cha afya pia ilitumika kutathmini hali ya vituo vya afya, ikijumuisha upatikanaji wa dawa muhimu na vifaa.]"
"Okonkwo was a man of great renown throughout his nine villages and even beyond, a fame built entirely on his own remarkable achievements. At just eighteen years old, he brought honor to his village by defeating Amalinze the Cat, a legendary wrestler who had been undefeated for seven years. Amalinze earned his nickname because his back never once touched the earth. The old men of the village considered Okonkwo's victory one of the fiercest fights they had ever seen.",literature,"[Okonkwo anali munthu wa mafumbo kwambiri kwa viligikweni vyake vinyake na kufikira mpaka kwenye viligikweni vingine, uma wakwamba ulikwela kwenye mafumbo ake ake. Pa mwezi umodzi wa miaka kumi na nane, anapambana na Amalinze Mbidzi, mcheni wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wakwamba wak"
"Muntaka assured the committee of full logistical and secretariat support from the Ministry and urged them to partner with civil society organizations, development partners, and faith-based institutions in carrying out their work. He described the task as heavy but honorable, stressing that the people of Gbenyiri and surrounding communities were looking up to the committee as instruments of peace, reconciliation, and healing.",news,"[Muntaka anawapempha kamati kwa usaidizi wote wa kufikia malengo na usaidizi wa kitengo cha sekretariati kutoka kwa Wizara na kuziomba kufanya kazi pamoja na mashirika ya kiraia, washirika wa maendeleo, na taasisi zinazotegemea imani katika kufanya kazi zao. Anawataja jukumu hilo kama kubwa lakini la heshima, akisisitiza kwamba watu wa Gbenyiri na jamii zinazozunguka wanawategemea kamati kama zana za amani, upatanisho, na uponyaji.]"
"The study also shed light on significant facility-based challenges that compromise the quality of care. A key issue was the inadequate number of midwives, which likely contributes to the long queues women reported. Additionally, the absence of essential equipment and drugs was a major problem. For example, health service providers specifically recommended a greater number of trained midwives and the provision of critical logistics like ultrasound machines and proper delivery equipment to ensure effective and high-quality care.",academic,"[Chitunzi chija chinali chizungulira kwa zinthu zambiri zokhudzana ndi malo achipatala ambazo zikudzudzula ubwino wa matenda. Chizunguliro chikulu chinali chifukwa cha midwifeyu wachikulu ambao ankhulupilika kuti ndiwo wakusangalatsa kwa mizere yambiri ya amayi. Pambuyo pake, kusowa kwa zinthu zofunika kwa matenda ndi madawa achipatala ndi nkhani yabwino. Kwa mfano, wachita matenda wapemphera kwa midwifeyu wachikulu wambiri wodzidzidzika ndi kutopeka zinthu zofunika kwa matenda kama masinji a ultrasound ndi zinthu zofunika kwa matenda achipatala ili kupewa matenda aubwino ndi aubwino kwambiri.]"
"Okonkwo was an imposing figure, tall and massive with a severe expression, a result of his bushy eyebrows and wide nose. His breathing was so heavy that his family could hear it from their own houses when he slept. When he walked, his heels barely touched the ground, making him seem poised to pounce on someone—which he often did. He had a slight stammer, and in moments of anger, he would resort to his fists when words failed him. He had no patience for men who were not successful, and this sentiment stemmed from his deep-seated shame for his own father.",literature,"[Okonkwo anali mtu wakubwa, wakubwa na mkali kwa kufupi kwa maso ake na mpuu wake mkubwa. Mvumulo wake ulikuwa mkali sana kwamba familia yake inaweza kumfanya asikie kutoka kwa nyumba zao wakati wa kulala. Wakati akitembea, viatu vyake havikupata chini, na kumfanya aonekane kama anayeyumbayumba kwa mtu—jambo alilofanya mara nyingi. Alikuwa na kikwazo kidogo cha kusema, na katika nyakati za hasira, alikimbilia mikono yake wakati maneno yalishindwa kumfanya. Hakuna uvumilivu kwa wanaume ambao hawakuwa wenye mafanikio, na hisia hii ilitokana na aibu yake ya kina kwa ajili ya baba yake.]"
"The West African Examinations Council (WAEC) says officials implicated in acts of corruption during the Basic Education Certificate Examination (BECE) will be blacklisted from ever taking part in its activities again. Speaking on JoyNews’ PM Express on September 8, WAEC’s Director of Public Affairs, John Kapi, said the Council cannot continue to work with individuals who have betrayed the trust placed in them during national examinations.",news,"[Baraza la Mitihani la Afrika Kumpoto (WAEC) linaona kwamba ofisini amene amagwiritsidwa ntchito za ufulu wakati wa Mitihani ya Cheti cha Elimu ya Msingi (BECE) adzakhala kuyimwa kuchita kazi na baraza linao. Akhulupirira kwa JoyNews’ PM Express pa September 8, Direkta wa Mawu a Baraza, John Kapi, anati baraza silinso kufikirana kufanya kazi na anthu amene amagwiritsidwa ntchito za ufulu wakati wa mitihani ya dziko.]"
