text,translated,backtranslated,similarity_score
Ablekuma North Parliament Election: The implication of NDC's Ewurabena Aubynn's win.,Ablekuma Atifi Fam Asase so Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea Asɛnnibea As,The Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of Appeals for the Federal Circuit held that the Court of,0.06406477838754654
Asante Kotoko's game against Kwara United won't be a walkover – Sarfo Duku.,"Asante Kotoko ne Kwara United di asi a, ɛrenyɛ sɛ obi a ɔbɛkɔ akɔto ne ho.",Asante Kotoko will not be considered for the next round of the playoffs against Kwara United.,0.7496870160102844
At least 13 drown fleeing armed men in northwest Nigeria.,"Sɛ anyɛ yiye koraa no, mmarima a wɔakyekyere wɔn ho no 13 wui wɔ Nigeria atifi fam atɔe fam.",At least 13 of the men who were hanged died in northwestern Nigeria.,0.5924790501594543
Kumawu MP urges Parliament to act on crisis in Ghana’s prisons.,Kumawu MP tu mpɔn sɛ wɔmfa nto afiase a ɛwɔ Ghana no mu nyɛ ho biribi.,MP Kumawu is better off in prison in Ghana.,0.6495686173439026
"Diddy declines to testify, praises judge as sex trafficking trial nears end.","Diddy ampene so sɛ ɔbɛbɔ adanse, na ɔkamfoo ɔtemmufo no bere a ɔbea ne ɔbarima nna aguadi ho asɛm no reyɛ awie no.",Diddy refused to testify and praised the judge as the sex trade was coming to an end.,0.7911424040794373
'Asibolanga' and all the 2022 beef songs that took the internet by storm.,'Asibolanga' ne 2022 nam nnwom a agye Intanɛt no nyinaa.,'Asibolanga' is 2022 through all the popular music on the Internet.,0.7119784951210022
'Act now before the situation deteriorates' – NDC Spain branch tells Mahama amid rising 'insecurity’.,"""Momfa mo ho nsiesie seesei ansa na tebea no ayɛ bɔne""  NDC Spain baa dwumadibea no ka kyerɛ Mahama wɔ 'ahokyere a ɛrekɔ so' mu.","""Be prepared now before the situation gets worse"", the Spanish branch of the NDC tells Mahama in the 'emerging crisis'.",0.7440406680107117
Was Jose Mourinho right?: Unpacking the lows of Dele Alli’s football career.,So na Jose Mourinho di nokware?: Dele Allin bɔmpɔn adwuma no mu nsõ a na ɛwɔ ne nsam no.,Was Jose Mourinho honest?: Dele Allin's career was in the dust.,0.8125592470169067
Rema's Calm Down falls off Billboard Hot 100 after setting new record.,Rema de Calm Down fii Billboard Hot 100 mu bere a ɔde rekodi foforo sii hɔ no.,Rema dropped Calm Down from the Billboard Hot 100 after setting a new record.,0.9375813603401184
'I have always wanted a girl' - Rihanna opens up on pressure of raising two sons.,"'Mepɛ abaayewa bere nyinaa' - Rihanna ka sɛ, sɛ ɔhwɛ mmabarima baanu a, ɔhyɛ no den.","'I've always wanted a girl' - says Rihanna, who is encouraged by two boys.",0.8092648386955261
