text,translated,backtranslated,similarity_score
Ablekuma North Parliament Election: The implication of NDC's Ewurabena Aubynn's win.,Ablekuma North Asɛnnibea Yiedie: Nea NDC Ewurabena Aubynn nkunimdie no kyerɛ.,Ablekuma North Court Success: What the NDC's Aubynn victory means.,0.7503976821899414
Asante Kotoko's game against Kwara United won't be a walkover – Sarfo Duku.,Asante Kotoko ne Kwara United mmɔ no nyɛ walkover  Sarfo Duku.,Asante Kotoko and Kwara United are not a walkover from Sarfo Duku.,0.8924505710601807
At least 13 drown fleeing armed men in northwest Nigeria.,"Anyɛ yiye koraa no, 13 na wɔtɔre wɔn ho ase a wɔretwe wɔn ho afi Nigeria atifi fam atɔe.","At least 13 are submerged, retreating from northwestern Nigeria.",0.7595465779304504
Kumawu MP urges Parliament to act on crisis in Ghana’s prisons.,Kumawu MP hyɛ Asɛnnibea nkuran sɛ wɔnyɛ ho biribi wɔ Ghana afiase nsɛmnsɛm ho.,Kumawu MP urges the Court to take action on Ghana's prison crisis.,0.8589807748794556
"Diddy declines to testify, praises judge as sex trafficking trial nears end.","Diddy ampene so sɛ ɔbɛdi adanse, na ɔkamfo ɔtemmufo no bere a aguamammɔfo a wɔtɔn wɔn ho no ho asɛm a wɔredi no rebɛn awiei no.","Diddy refused to testify, and he praised the judge as the trial of the prostitute's case drew to a close.",0.7694411277770996
'Asibolanga' and all the 2022 beef songs that took the internet by storm.,'Asibolanga' ne 2022 anantwi nam nnwom a ɛkaa Intanɛt no nyinaa.,'Asibolanga' is the 2022 anthem that has influenced the entire Internet.,0.6729471683502197
'Act now before the situation deteriorates' – NDC Spain branch tells Mahama amid rising 'insecurity’.,'Yɛ ade ntɛm ansa na tebea no asɛe'  NDC Spain baa dwumadibea ka kyerɛ Mahama wɔ 'ahokyere' a ɛredɔɔso no mu.,'Act quickly before the situation gets worse' the Spanish branch of NDC tells Mahama amid the growing 'crisis'.,0.8042781949043274
Was Jose Mourinho right?: Unpacking the lows of Dele Alli’s football career.,So na Jose Mourinho yɛ nokware?: Dele Alli's n'adwuma a ɛbaa fam no mu.,Was Jose Mourinho right?: Dele Alli's career in the downturn.,0.9334331154823303
Rema's Calm Down falls off Billboard Hot 100 after setting new record.,Rema's Calm Down fi Billboard Hot 100 no mu bere a ɔde rekodi foforo sii hɔ no.,Rema's Calm Down dropped out of the Billboard Hot 100 after setting a new record.,0.9680009484291077
'I have always wanted a girl' - Rihanna opens up on pressure of raising two sons.,'M'ani bere nyinaa gye abaayewa ho' - Rihanna ka sɛnea ɛsɛ sɛ ɔtete mmabarima baanu ho asɛm.,'I've always been attracted to a girl' - Rihanna talks about raising two boys.,0.8035169839859009
Adjusted level 2: Presido announce new restrictions for South Africa to contain Coronavirus.,Nsakrae wɔ level 2: Presido bɔ amanneɛ sɛ wɔahyɛ mmara foforo wɔ South Africa sɛ wɔmmfa Coronavirus no nnsi hɔ.,Level 2 update: Presido reports that new restrictions have been imposed in South Africa to contain the Coronavirus.,0.9492571949958801
'What kind of nonsense is that?' - Prophet descends on GRNMA.,'Ahuhude bɛn ni?' - Odiyifo no baa GRNMA so.,'What is this vanity?' - The prophet came to GRNMA.,0.7175575494766235
2023 AFCON: Ivory Coast Cote coach slams Nigeria for being overly defensive.,2023 AFCON: Ivory Coast kwankyerɛfo kasa tia Nigeria sɛ ɛyɛ abɔsoɔ dodo.,2023 AFCON: Ivory Coast coach criticises Nigeria for being too tough.,0.8484002351760864
DKB and DJ Slim lock horns online.,DKB ne DJ Slim de wɔn ho ato so.,DKB and DJ Slim are reliant on it.,0.6621726751327515
"Dr Apostle Amagashie warns men against popular lovemaking position, cites stroke risk.","Ɔbenfo Apostle Amagashie bɔ mmarima kɔkɔ wɔ nnipa a wɔda so da no a wɔda no adi ho, na ɔka sɛ asiane wɔ asram mu.","Professor Apostle Amagashie warns men against exposing themselves to the naked, and he says that there is danger during the moon.",0.49964192509651184
Police arrest alleged serial motorbike thief.,Polisifo kyeree nea na wɔtaa bɔ no sobo sɛ ɔyɛ moto korɔnfo.,The police arrested the suspected motorcycle thief.,0.7763389945030212
"FIFA imposes transfer ban on Hearts of Oak over unsettled $150,000 debt.","FIFA de sika a enni kabea a ɛne $150,000 no bi hyɛ Hearts of Oak.","FIFA donates a portion of the $150,000 prize money to Hearts of Oak.",0.6367532014846802
'Mickey Mouse' boxer toasts Cape Verde's first Olympic medal.,'Mickey Mouse' pugyafo no rebɔ Cape Verdefo agude a edi kan wɔ Olimpik akansi no ho dawuru.,The 'Mickey Mouse' runner is announcing Cape Verde's first Olympic medal.,0.781361997127533
APP leader reacts after court throws out injunction against Akwatia by-election.,APP kannifo no yɛɛ n'ade bere a asɛnnibea no yii mmara bi a ɛkasa tia Akwatia abatoɔ nketenkete no akyi.,The APP leader reacted when the court struck down a law against the Akwatia by-election.,0.8291769623756409
"Igbo leader addresses land acquisition allegations, apologises to Ghanaians.","Igbo kannifo no kasa fa asase a wɔagye ho nsɛm ho, na ɔpa kyɛw wɔ Ghanafoɔ anim.","The Igbo leader speaks about the land seizure, and apologizes to Ghanaians.",0.8598561882972717
Bukom Arena gets face-lift to host Basketball games.,Wɔama Bukom Arena no so ma wɔde wɔn ho bɛhyɛ bɔkɔɔ agumadi mu.,The Bukom Arena has been upgraded for leisure activities.,0.6981461644172668
"Afenyo-Markin apologises to Prof Ayensu-Danquah over 'strangely, you get a ministerial appointment' comment.",Afenyo-Markin srɛ kyɛw wɔ Ɔbenfo Ayensu-Danquah anim sɛ 'ɔyɛɛ anika sɛ wɔpaw no sɛ ɔmansin sohwɛfo',Afenyo-Markin apologizes to Dr. Ayensu-Danquah for 'being delighted with his appointment',0.8123352527618408
Asawa National Open Championship slated for June 19.,Asawa National Open Championship a wɔahyehyɛ no June 19.,Asawa National Open Championship scheduled for June 19.,0.9780106544494629
LIVESTREAMED: Kwaku Dawuro presents The Movement in the Morning Political Show.,KWUWU DAWURO de The Movement wɔ Ɔdasum Amanyɔsɛm Show no ma.,The Movement is presented by KUUWU DAWURO on the Nightly Political Show.,0.8542910218238831
"'God willing, I will receive my Lamborghini; I have documents to prove it's mine’ - Shatta Wale.","'Onyankopɔn pɛ a, mɛgye me Lamborghini no; mewɔ nkrataa a ɛbɛkyerɛ sɛ ɛyɛ me dea - Shatta Wale.","'God willing, I will get my Lamborghini; I have the papers to prove it - Shatta Wale.",0.9308286309242249
