text,source,translated
"These are people who certainly have not proved that they are worthy of the trust that we repose in them. As far as this job is concerned, let me also indicate that when it comes to BECE, most of the decisions are taken by the Ghana Education Service. For example, the selection of supervisors and invigilators is done by the district exams officer, he explained. His comments come in the wake of a JoyNews Hotline investigation led by GH Probe’s Francisca Enchil, which uncovered disturbing levels of collusion at examination centres.",news,"[Hulle is mense wat beslis nie bewys het dat hulle die vertroue waardig is wat ons in hulle stel nie. Wat hierdie werk betref, wil ek ook aandui dat wanneer dit by BECE kom, die meeste van die besluite geneem word deur die Ghana Onderwysdiens. Byvoorbeeld, die keuse van toesighouers en toesighouers word deur die distriks eksamenbeampte gedoen, het hy verduidelik. Sy opmerkings kom in die nasleep van 'n JoyNews Hotline ondersoek onder leiding van GH Probe se Francisca Enchil, wat verontrustende vlakke van samewerking by eksamen sentra ontbloot het.]"
"A variety of socioeconomic and cultural factors were identified as major barriers to accessing and utilizing MHCS. Over half of the women surveyed cited poverty, illiteracy, restrictions from their husbands, the distance to health facilities, and long queues as reasons for not using services. Additionally, over a third of the women pointed to cultural practices within their communities as a cause for delays in seeking care. These findings reveal that addressing maternal health in this region requires more than just improving clinical services; it also means tackling deeply rooted societal and personal challenges that women face daily.",academic,"[Een verskeidenheid sosio-ekonomiese en kulturele faktore is geïdentifiseer as grootste hindernisse om toegang tot en die gebruik van GMDS te verkry. Meer as die helfte van die vroue wat ondervra is, het armoede, ongeletterdheid, beperkings deur hulle mans, die afstand tot gesondheidsfasiliteite en lang rye as redes aangevoer waarom hulle dienste nie gebruik het nie. Daarbenewens het meer as 'n derde van die vroue na kulturele praktyke binne hulle gemeenskappe as 'n rede vir vertragings in die soeke na sorg gewys. Hierdie bevindinge toon dat die aanspreek van moederlike gesondheid in hierdie streek meer vereis as net die verbetering van kliniese dienste; dit beteken ook om die diep gewortelde maatskaplike en persoonlike uitdagings wat vroue daagliks in die gesig staar, aan te spreek.]"
"Despite his shortcomings, Unoka was a talented musician. He was a tall but very thin man with a slight stoop and a mournful look, which would disappear when he was drinking or playing his flute. His happiest moments came in the months after the harvest, when the village musicians would retrieve their instruments from above the fireplace. Unoka would join them, his face filled with pure joy and peace. Sometimes, other villages would invite Unoka and his band to teach them their tunes, and they would stay for several months, sharing their music.",literature,"[Ondanks sy tekortkominge was Unoka 'n talentvolle musikant. Hy was 'n lang, maar baie dun man met 'n effense vooroor en 'n treurige uitdrukking, wat sou verdwyn wanneer hy gedrink of sy fluit gespeel het. Sy gelukkigste oomblikke het gekom in die maande ná die oes, toe die dorpsmusikante hul instrumente bo die kaggel sou haal. Unoka sou by hulle aansluit, sy gesig vol suiwer vreugde en vrede. Soms sou ander dorpe Unoka en sy orkes nooi om hulle hul melodieë te leer, en hulle sou vir 'n paar maande bly, hul musiek deel.]"
"At the Derby Avenue RC Basic School and St. George’s Anglican Basic School in Accra, invigilators were captured openly demanding GH¢60 daily tokens, supervisors pocketed envelopes of GH¢400, and candidates were asked to contribute to an Aseda Offertory. John Kapi stressed that once WAEC provides feedback on such incidents, it is the responsibility of the Ghana Education Service (GES) to take decisive action. And so when these issues come up, once the feedback goes to them, we [WAEC] expect that they would react appropriately and ensure that the right action is taken against the people, he said.",news,"[By die Derby Avenue RC Basic School en St. George’s Anglican Basic School in Accra, is toesighouers vasgevang terwyl hulle oop en bloot GH¢60 daaglikse tekeninge eis, toesighouers het enveloppe van GH¢400 in hulle sakke gesteek, en kandidate is gevra om by te dra tot 'n Aseda Offertory. John Kapi het beklemtoon dat sodra WAEC terugvoering op sulke voorvalle verskaf, is dit die verantwoordelikheid van die Ghana Education Service (GES) om beslissende aksie te neem. En so wanneer hierdie kwessies opkom, sodra die terugvoering na hulle gaan, verwag ons [WAEC] dat hulle toepaslik sal reageer en sorg dat die regte aksie teen die mense geneem word, het hy gesê.]"
"For rural communities in Ghana, especially in the Kumbungu district, access to and use of maternal healthcare services (MHCS) remain a significant challenge. This study set out to explore the specific barriers preventing women from utilizing these services and to evaluate the quality of care provided. The research adopted a mixed-methods approach, combining both quantitative and qualitative data to get a comprehensive view of the situation. This phased design involved surveying 441 pregnant and postpartum women and conducting interviews with 20 healthcare providers. A facility checklist was also used to assess the state of clinics, including the availability of essential drugs and equipment.",academic,"[Vir landelike gemeenskappe in Ghana, veral in die Kumbungu-distrik, bly toegang tot en die gebruik van moederlike gesondheidsorgdienste (MHCS) 'n beduidende uitdaging. Hierdie studie het ten doel gestel om die spesifieke hindernisse wat vroue verhoed om hierdie dienste te gebruik, te ondersoek en om die gehalte van sorg wat gelewer word, te evalueer. Die navorsing het 'n gemengde-metodesbenadering aangeneem, deur beide kwantitatiewe en kwalitatiewe data te kombineer om 'n omvattende uitsig oor die situasie te kry. Hierdie gefaseerde ontwerp het die opname van 441 swanger en postpartum vroue behels, asook onderhoude met 20 gesondheidsverskaffers. 'n Fasiliteitslys is ook gebruik om die toestand van klinieke te assesseer, insluitend die beskikbaarheid van noodsaaklike medikasie en toerusting.]"
"Okonkwo was a man of great renown throughout his nine villages and even beyond, a fame built entirely on his own remarkable achievements. At just eighteen years old, he brought honor to his village by defeating Amalinze the Cat, a legendary wrestler who had been undefeated for seven years. Amalinze earned his nickname because his back never once touched the earth. The old men of the village considered Okonkwo's victory one of the fiercest fights they had ever seen.",literature,"[Okonkwo was 'n man van groot roem in sy nege dorpe en selfs verder, 'n roem wat heeltemal op sy eie merkwaardige prestasies gebou is. Op slegs agtien jaar oud het hy eer aan sy dorp gebring deur Amalinze die Kat te verslaan, 'n legendariese worstelaar wat sewe jaar lank onoorwonne was. Amalinze het sy bynaam gekry omdat sy rug nooit eens die aarde geraak het nie. Die ou mans van die dorp het Okonkwo se oorwinning as een van die felste gevegte beskou wat hulle ooit gesien het.]"
"Muntaka assured the committee of full logistical and secretariat support from the Ministry and urged them to partner with civil society organizations, development partners, and faith-based institutions in carrying out their work. He described the task as heavy but honorable, stressing that the people of Gbenyiri and surrounding communities were looking up to the committee as instruments of peace, reconciliation, and healing.",news,"[Muntaka het die komitee verseker van volledige logistieke en sekretariaatsondersteuning van die Ministerie en het hulle aangemoedig om saam te werk met burgerlike samelewingsorganisasies, ontwikkelingsvennote en geloofsbegronde instellings in die uitvoering van hul werk. Hy het die taak beskryf as swaar maar eerbaar, en beklemtoon dat die mense van Gbenyiri en omliggende gemeenskappe na die komitee kyk as instrumente van vrede, versoening en genesing.]"
"The study also shed light on significant facility-based challenges that compromise the quality of care. A key issue was the inadequate number of midwives, which likely contributes to the long queues women reported. Additionally, the absence of essential equipment and drugs was a major problem. For example, health service providers specifically recommended a greater number of trained midwives and the provision of critical logistics like ultrasound machines and proper delivery equipment to ensure effective and high-quality care.",academic,"[Die studie het ook lig gewerp op belangrike fasiliteit-gebaseerde uitdagings wat die gehalte van sorg kompromitteer. 'n Sleutelkwessie was die onvoldoende aantal vroedvroue, wat waarskynlik bydra tot die lang rye wat vroue gerapporteer het. Verder was die afwesigheid van noodsaaklike toerusting en medikasie 'n groot probleem. Byvoorbeeld, het gesondheidsdiensverskaffers spesifiek aanbeveel dat 'n groter aantal opgeleide vroedvroue en die voorsiening van kritiese logistiek soos ultraklankmasjiene en behoorlike afleweringsapparaat verseker om doeltreffende en hoë-kwaliteit sorg te verseker.]"
"Okonkwo was an imposing figure, tall and massive with a severe expression, a result of his bushy eyebrows and wide nose. His breathing was so heavy that his family could hear it from their own houses when he slept. When he walked, his heels barely touched the ground, making him seem poised to pounce on someone—which he often did. He had a slight stammer, and in moments of anger, he would resort to his fists when words failed him. He had no patience for men who were not successful, and this sentiment stemmed from his deep-seated shame for his own father.",literature,"[Okonkwo was 'n imposante figuur, lank en massief met 'n streng uitdrukking, 'n gevolg van sy digte wenkbroue en wye neus. Sy asemhaling was so swaar dat sy familie dit vanuit hul eie huise kon hoor wanneer hy geslaap het. Wanneer hy geloop het, het sy hakke skaars die grond geraak, wat hom laat lyk het asof hy gereed was om op iemand te spring—wat hy dikwels gedoen het. Hy het 'n ligte hakkel gehad, en in oomblikke van woede het hy na sy vuiste gegaan wanneer woorde hom in die steek gelaat het. Hy het geen geduld gehad vir mans wat nie suksesvol was nie, en hierdie gevoel het uit sy diep gewortelde skaamte vir sy eie vader gekom.]"
"The West African Examinations Council (WAEC) says officials implicated in acts of corruption during the Basic Education Certificate Examination (BECE) will be blacklisted from ever taking part in its activities again. Speaking on JoyNews’ PM Express on September 8, WAEC’s Director of Public Affairs, John Kapi, said the Council cannot continue to work with individuals who have betrayed the trust placed in them during national examinations.",news,"[Die West-Afrikaanse Eksamenraad (WAEC) sê amptenare wat betrokke is by korrupsie-aksies tydens die Basiese Onderwys-sertifikaat-eksamen (BECE) sal swartlys word om ooit weer aan sy aktiwiteite deel te neem. Tydens 'n onderhoud op JoyNews se PM Express op 8 September het John Kapi, WAEC se Direkteur van Openbare Sake, gesê die Raad kan nie voortgaan om met persone te werk wat die vertroue wat in hulle geplaas is tydens nasionale eksamens verraai het nie.]"
