text,translated,backtranslated,similarity_score
Ablekuma North Parliament Election: The implication of NDC's Ewurabena Aubynn's win.,Zaben majalisar dokokin Arewacin Ablekuma: Sakamakon nasarar Ewurabena Aubynn na NDC.,North Ablekuma parliamentary election: The result of the victory of Euraben Aubynn of the NDC.,0.8902170658111572
Asante Kotoko's game against Kwara United won't be a walkover – Sarfo Duku.,Wasan Asante Kotoko da Kwara United ba zai zama tafiya ba  Sarfo Duku.,Asante Kotoko's match against Kwara United will not be a trip for Sarfo Duku.,0.779076337814331
At least 13 drown fleeing armed men in northwest Nigeria.,Akalla mutane 13 sun mutu a lokacin da suke gudu daga arewa maso yammacin Najeriya.,At least 13 people died while fleeing northwestern Nigeria.,0.7474505305290222
Kumawu MP urges Parliament to act on crisis in Ghana’s prisons.,'Yan majalisar Kumawu sun bukaci majalisar ta dauki mataki kan rikicin da ke cikin kurkuku a Ghana.,Kumawu MPs urged the Parliament to take action on the prison crisis in Ghana.,0.9080927968025208
"Diddy declines to testify, praises judge as sex trafficking trial nears end.","Diddy ya ki bayar da shaida, ya yaba wa alƙali yayin da shari'ar cinikin jima'i ke gabatowa.","Diddy refused to testify, praising the judge as the sex trafficking trial drew to a close.",0.8566590547561646
'Asibolanga' and all the 2022 beef songs that took the internet by storm.,'Asibolanga' da kuma dukan waƙoƙin naman shanu na 2022 da suka mamaye intanet.,'Asibolanga' and all the 2022 beef songs that dominated the internet.,0.9417763352394104
'Act now before the situation deteriorates' – NDC Spain branch tells Mahama amid rising 'insecurity’.,"""Ka yi aiki yanzu kafin halin da ake ciki ya tabarbare""  Sashen NDC Spain ta gaya wa Mahama a tsakiyar ""rashin tsaro"" ","""Act now before the situation deteriorates"" NDC Spain told Mahama amid ""security unrest"" ",0.892906129360199
Was Jose Mourinho right?: Unpacking the lows of Dele Alli’s football career.,Shin Jose Mourinho ya yi daidai?: Fitar da ƙananan matakan aikin kwallon kafa na Dele Alli.,Was Jose Mourinho right?: Dele Alli's low-level football career was cut short.,0.9296998381614685
Rema's Calm Down falls off Billboard Hot 100 after setting new record.,Rema ta Calm Down ta fadi daga Billboard Hot 100 bayan kafa sabon rikodin.,Calm Down's remake fell off the Billboard Hot 100 after setting a new record.,0.7998505234718323
'I have always wanted a girl' - Rihanna opens up on pressure of raising two sons.,'Ko da yaushe ina son yarinya' - Rihanna ta furta cewa tana bukatar ta yi renon 'ya'ya maza biyu.,'I've always loved a girl' - Rihanna admits that she needs to raise two boys.,0.7813629508018494
Adjusted level 2: Presido announce new restrictions for South Africa to contain Coronavirus.,Adjusted level 2: Presido ta sanar da sabbin takunkumi ga Afirka ta Kudu don hana Coronavirus.,Adjusted level 2: Presido announces new restrictions on South Africa to prevent Coronavirus.,0.953948974609375
'What kind of nonsense is that?' - Prophet descends on GRNMA.,'Wane irin wauta ne wannan?' - Annabi ya sauko a GRNMA.,'What kind of foolishness is this?' - The prophet descends on GRNMA.,0.8606396913528442
2023 AFCON: Ivory Coast Cote coach slams Nigeria for being overly defensive.,2023 AFCON: Kocin Ivory Coast ya yi wa Najeriya ba'a saboda ta kasance mai tsaron gida.,2023 AFCON: Ivory Coast coach scoffs Nigeria for being a goalkeeper.,0.7846417427062988
DKB and DJ Slim lock horns online.,DKB da DJ Slim sun kulle ƙahonin kan layi.,DKB and DJ Slim have locked the online horns.,0.8902097344398499
"Dr Apostle Amagashie warns men against popular lovemaking position, cites stroke risk.","Dr. Apostle Amagashie ya gargadi maza game da halin da ake ciki na yin jima'i, ya ambaci hadarin bugun jini.","Dr. Apostle Amagashie warned men about the dangers of sex, mentioning the risk of stroke.",0.8415759801864624
Police arrest alleged serial motorbike thief.,'Yan sanda sun kama wani mai satar babur.,A motorcycle thief was arrested by the police.,0.7800267934799194
"FIFA imposes transfer ban on Hearts of Oak over unsettled $150,000 debt.","FIFA ta haramta canja wurin Hearts of Oak saboda bashin da ba a warware ba na dala 150,000.","FIFA banned the transfer of Hearts of Oak for an unsolved $150,000 debt.",0.9298560619354248
'Mickey Mouse' boxer toasts Cape Verde's first Olympic medal.,'Mickey Mouse' mai dambe ya yi wa Cape Verde ta farko na gasar Olympics.,The boxer 'Mickey Mouse' made his Olympic debut for Cape Verde.,0.8423445820808411
APP leader reacts after court throws out injunction against Akwatia by-election.,Shugaban APP ya yi martani bayan da kotu ta yanke hukunci kan zaben na Akwatia.,The APP president responded after the court ruled on the Akwatia election.,0.7384339570999146
"Igbo leader addresses land acquisition allegations, apologises to Ghanaians.","Shugaban Igbo ya yi magana game da zargin mallakar ƙasa, ya nemi gafara ga Ghanawa.","The Igbo leader spoke out against the allegations of land ownership, apologizing to the Ghanaians.",0.8985768556594849
Bukom Arena gets face-lift to host Basketball games.,Bukom Arena ta samu damar daukar nauyin wasannin kwando.,Bukom Arena was able to host the basketball games.,0.8338848352432251
"Afenyo-Markin apologises to Prof Ayensu-Danquah over 'strangely, you get a ministerial appointment' comment.","Afenyo-Markin ya nemi gafara ga Farfesa Ayensu-Danquah saboda 'a ban mamaki, kun sami nadin minista' tsokaci.","Afenyo-Markin apologized to Professor Ayensu-Danquah for the 'surprisingly, you have been appointed minister' comment.",0.8852357268333435
Asawa National Open Championship slated for June 19.,Asawa National Open Championship da aka shirya a ranar 19 ga Yuni.,The Asawa National Open Championship is scheduled for June 19.,0.972741425037384
LIVESTREAMED: Kwaku Dawuro presents The Movement in the Morning Political Show.,Kwaku Dawuro ya gabatar da The Movement in the Morning Political Show.,Kwaku Dawuro presented The Movement in the Morning Political Show.,0.9112945795059204
"'God willing, I will receive my Lamborghini; I have documents to prove it's mine’ - Shatta Wale.","'Idan Allah ya yarda, zan karɓi Lamborghini na; Ina da takardun da za su tabbatar da cewa nawa ne  - Shatta Wale.","'If God wills, I will take my Lamborghini; I have a certificate to prove that it is mine - Shatta Wale.",0.9075783491134644
"Helicopter Crash: Ibrahim Mahama offers to clear the debts of Dr Murtala, Alhaji Muniru.","Hadarin jirgin sama: Ibrahim Mahama ya ba da damar kwantar da bashin Dr Murtala, Alhaji Muniru.","Airplane crash: Ibrahim Mahama has allowed the debt of Dr Murtala, Alhaji Muniru to be paid off.",0.8889456391334534
Tennis legend Rafael Nadal to retire in November.,Sanannen dan wasan tennis Rafael Nadal zai yi ritaya a watan Nuwamba.,Renowned tennis player Rafael Nadal will retire in November.,0.9624328017234802
Enforce maternity-friendly workplace policies - Samuel Atidzah.,Ka bi ƙa'idodin da ke taimaka wa iyaye su yi aiki da juna biyu.,Follow the principles that help parents to work together.,0.32201623916625977
GEC Open returns to Ghana.,GEC Open ta koma Ghana.,GEC Open returned to Ghana.,0.9600211977958679
