text,source,translated,backtranslated
"These are people who certainly have not proved that they are worthy of the trust that we repose in them. As far as this job is concerned, let me also indicate that when it comes to BECE, most of the decisions are taken by the Ghana Education Service. For example, the selection of supervisors and invigilators is done by the district exams officer, he explained. His comments come in the wake of a JoyNews Hotline investigation led by GH Probe’s Francisca Enchil, which uncovered disturbing levels of collusion at examination centres.",news,"[Wadannan mutane ne waɗanda ba su tabbatar da wani abu da zai nuna sun cancanci amana da muka reke a gare su. A kai tsaye da aikin da ake magana a kai a yanzu, ina nufin in bayyana cewa lokacin da muke magana game da BECE, yawancin shawarwari ana yanke su ne ta hanyar Ghana Education Service. Misali, zaɓen masu kula da malamai na kula da jarrabawa ana yin su ne ta hanyar jami'in jarabawar gundumar, ya bayyana. Sharhin sa ya zo ne a sautin binciken JoyNews Hotline wanda GH Probe’s Francisca Enchil ya jagoranta, wanda ya bayyana matakin da aka kai na hadin gwiwa a cibiyoyin jarabawa.]","[These are people who have not proven anything to show that they deserve the trust we have earned for them. Directly related to the project in question at present, I mean to state that when we talk about BECE, most of the decisions are made by the Ghana Education Service. For example, the selection of teachers supervisors of exam management are made by the district examination officer, he explained. His comments came in the wake of the JoyNews Hotline survey conducted by GH Probes Francisca Enchil, which explained the level of collaboration reached in the examination centres.]"
"A variety of socioeconomic and cultural factors were identified as major barriers to accessing and utilizing MHCS. Over half of the women surveyed cited poverty, illiteracy, restrictions from their husbands, the distance to health facilities, and long queues as reasons for not using services. Additionally, over a third of the women pointed to cultural practices within their communities as a cause for delays in seeking care. These findings reveal that addressing maternal health in this region requires more than just improving clinical services; it also means tackling deeply rooted societal and personal challenges that women face daily.",academic,"[An bayyana wasu abubuwa masu alaka da tattalin arzikin da al'ada a matsayin babban kawar da shiga da amfani da MHCS. Fiye da nisa na mata da aka yi wa bincike sun ambaci talauci, illiteracy, iyakokin daga mazajensu, nesa zuwa wuraren kiwon lafiya, da ma'ajin jiragen kasa a matsayin dalili na kada a yi amfani da ayyuka. Bugu da kari, fiye da uku na mata sun nuna al'adun gargajiya a cikin al'ummominsu a matsayin dalili na tsawaita lokacin neman kulawa. Waɗannan bayanan sun nuna cewa maganin lafiyar uwa a yankin hakan ya fi kawai inganta ayyukan klinik; hakanan yana nufin yin gwagwarmaya da daskarewar kungiyar kungiyar da kungiyar kungiyar da mata ke fuskanta kowace rana.]","[A number of economic and cultural factors were cited as the main disincentive to the participation and use of MHCS. More than a quarter of the women surveyed cited poverty, illiteracy, boundaries from their husbands, distance to health facilities, and railway fares as reasons for not using services. Additionally, more than a third of women cited traditional customs in their communities as a reason for extending the time to seek care. These data suggest that maternal health care in that region is more than just improving clinical practices; it also means fighting the stigma of the group and the group that the women's movement faces every day.]"
"Despite his shortcomings, Unoka was a talented musician. He was a tall but very thin man with a slight stoop and a mournful look, which would disappear when he was drinking or playing his flute. His happiest moments came in the months after the harvest, when the village musicians would retrieve their instruments from above the fireplace. Unoka would join them, his face filled with pure joy and peace. Sometimes, other villages would invite Unoka and his band to teach them their tunes, and they would stay for several months, sharing their music.",literature,"[In koshin sa, Unoka ya kasance mawakin da ishara. Shi namiji mai tsawo amma kadan kuma da wuya, tare da kunkuru kadan da fuska mai kishin zuci. Fuska ta ya'yanuwa za'a kawo lokacin da yake sha giya ko kuma kunnawa flute. Mafi yawan lokacin da yake da farin ciki ya zo ne a watan bayan girbi, lokacin da mawakan kauye za'a kawo kayan kida daga sama da wutan. Unoka zai shiga musu, fuska ta cike da farin ciki da kwanciyar hankali. Wata lokaci, kauyuka masu makwabtaka za'a gayyaci Unoka da kungiyarsa su koya musu waƙoƙinsu, kuma za'a zauna kwanaki da dama, suna raba kiɗa.]","[In his prime, Unoka was a singer and gesture. He was a tall but slightly stocky male, with a slight tortoise and a jealous face. The face of the brothers would be brought up when he was drinking wine or playing flute. His most joyful time came in the month after the harvest, when the village singers would bring instruments from above and the fire. Unoka would join them, his face filled with joy and peace of mind. One time, neighboring villages would invite Unoka and his band to teach them their songs, and they would stay for several days, sharing music.]"
"At the Derby Avenue RC Basic School and St. George’s Anglican Basic School in Accra, invigilators were captured openly demanding GH¢60 daily tokens, supervisors pocketed envelopes of GH¢400, and candidates were asked to contribute to an Aseda Offertory. John Kapi stressed that once WAEC provides feedback on such incidents, it is the responsibility of the Ghana Education Service (GES) to take decisive action. And so when these issues come up, once the feedback goes to them, we [WAEC] expect that they would react appropriately and ensure that the right action is taken against the people, he said.",news,"[A makarantun Derby Avenue RC Basic School da St. George’s Anglican Basic School a Accra, masu kula da jarabawa suna nuna bukatar kudaden GH¢60 na kowace rana, masu kula suna kuburar kudaden GH¢400, kuma an nemi 'yan takara su bayar da kudaden Aseda Offertory. John Kapi ya yi jijjigi cewa idan WAEC ta bayar da rahoto game da irin wadannan abubuwa, alhakin Ghana Education Service (GES) ne ya dauki mataki mai ma'ana. Kuma in da wadannan abubuwa suka taso, idan rahoton ya tafi wa, mun [WAEC] fata za su amsa da dama kuma su tabbatar da cewa an dauki mataki mai ma'ana daidai ga mutanen, in ce.]","[At Derby Avenue RC Basic School and St. George's Anglican Basic School in Accra, the examination administrators are demanding GH¢60 per day, the administrators are demanding GH¢400, and the candidates are being asked to contribute to the Aseda Offertory. John Kapi quipped that if WAEC reports such things, it is the responsibility of the Ghana Education Service (GES) to take meaningful action. And if these things arise, if the report goes to the WAEC, we [the EC] hope they will respond and make sure that the right meaningful action is taken for the people, I say.]"
"For rural communities in Ghana, especially in the Kumbungu district, access to and use of maternal healthcare services (MHCS) remain a significant challenge. This study set out to explore the specific barriers preventing women from utilizing these services and to evaluate the quality of care provided. The research adopted a mixed-methods approach, combining both quantitative and qualitative data to get a comprehensive view of the situation. This phased design involved surveying 441 pregnant and postpartum women and conducting interviews with 20 healthcare providers. A facility checklist was also used to assess the state of clinics, including the availability of essential drugs and equipment.",academic,"[Al'ummomin karkara a Ghana, musamman a yankin Kumbungu, samun damar yin jinya na amfani da ayyukan jinya na uwa da haihuwa (MHCS) har yanzu yana da kalubale. Nazarin wannan ya yi niyyar binciko maganin da ke hana mata amfani da ayyukan jinya na uwa da haihuwa na MHCS da kuma kimanta ingancin kulawa da ake bayarwa. Binciken ya ɗauki matakai daban-daban, ya haɗa bayanan kimiyya na adadi da na ainihi don samun ra'ayin gaba ɗaya game da hali. Tsarin da aka tsara ya kunshi aika ankera ga mata 441 da suke ciki da bayan haihuwa da gudanar da tattaunawa da 20 masu bada sabis na jinya. An yi amfani da jerin abubuwa na cibiyar don kimanta yanayin klinik, gami da samunwa na maganin da kayan aikin da ake bukata.]","[Rural communities in Ghana, especially in Kumbungu region, access to maternity health services (MHCS) is still challenging. This study aimed to investigate the treatment that prevents women from accessing maternity health services and assess the quality of care provided. The study took various steps, combining quantitative and real-time scientific data to obtain a general idea of the behavior. The designed process involved sending an ankra to 441 pregnant women and postpartum and conducting interviews with 20 health care providers."
"Okonkwo was a man of great renown throughout his nine villages and even beyond, a fame built entirely on his own remarkable achievements. At just eighteen years old, he brought honor to his village by defeating Amalinze the Cat, a legendary wrestler who had been undefeated for seven years. Amalinze earned his nickname because his back never once touched the earth. The old men of the village considered Okonkwo's victory one of the fiercest fights they had ever seen.",literature,"[Okonkwo mutum ne mai suna a ko'ina cikin kauyensa tara da wajen su, sunan da aka samu ne daga nasarorin da ya samu. A lokacin da yake da shekara 18, ya kawo daraja ga kauyensa ta hanyar doke Amalinze Mai Karamin Kifi, dan kokawa mai suna wanda bai taɓa shan kashi ba a cikin shekaru bakwai. Amalinze ya samu sunan sa ne saboda baya nasa ba ta taba buga kasa ba. Tsofaffin maza na kauye suna ganin nasarar Okonkwo a matsayin daya daga cikin ya'yan kokawa mafi tsananin da suka taba gani.]","[Okonkwo is a celebrity throughout his nine villages and beyond, a name derived from his many accomplishments. At the age of 18, he brought glory to his village by beating Amalinze the Little Fish, a famous wrestler who had not lost a match in seven years. Amalinze got his name because his back had never hit the ground. The village elders regard Okonkwo's victory as one of the toughest wrestling matches they had ever seen.]"
"Muntaka assured the committee of full logistical and secretariat support from the Ministry and urged them to partner with civil society organizations, development partners, and faith-based institutions in carrying out their work. He described the task as heavy but honorable, stressing that the people of Gbenyiri and surrounding communities were looking up to the committee as instruments of peace, reconciliation, and healing.",news,"[Muntaka ya tabbatar wa kwamitin cikakken goyon bayan aikatau na aikatau daga Ma'aikatar, kuma ya nemi su su yi hadin gwiwa da kungiyoyin al'umma, masu haɓakawa, da kungiyoyin addini wajen gudanar da ayyukansu. Ya bayyana aikin a matsayin babba amma mai daraja, ya kuma nuna cewa mutanen Gbenyiri da al'ummomin da ke kewaye su na kallon kwamitin a matsayin kayan zaman lafiya, sulhu, da maganin asarar.]","[Muntaka assured the committee of the full operational support of the Ministry, and asked them to cooperate with community groups, developers, and religious groups in carrying out their work. He described the work as substantial but dignified, and indicated that the people of Gbenyiri and surrounding communities view the committee as an instrument of peace, reconciliation, and healing.]"
"The study also shed light on significant facility-based challenges that compromise the quality of care. A key issue was the inadequate number of midwives, which likely contributes to the long queues women reported. Additionally, the absence of essential equipment and drugs was a major problem. For example, health service providers specifically recommended a greater number of trained midwives and the provision of critical logistics like ultrasound machines and proper delivery equipment to ensure effective and high-quality care.",academic,"[Karatu ta kuma haskaka kan matsalolin muhimmin da ke tattare da ingancin kulawa a wuraren aiki. Wani batu shi ne karancin adadin ma'aikatan jinya, wanda yake da'awar ya sa mata suna tsawon lokaci a jirar kulawa. Bugu da kari, rashin kayan aikin da maganin gari ya kasance matsala mai girma. Misali, masu bayar da sabis na kiwon lafiya suna ba da shawara kan samun adadin ma'aikatan jinya masu horo da kuma samar da kayan aikin muhimmin kamar na'urar ultrasound da kayan aikin daidaita don tabbatar da ingancin kulawa.]","[The study also highlights the important problems associated with the quality of care in workplaces. One issue is the shortage of nurses, which it claims causes women to spend longer periods in the care line. In addition, the lack of equipment and local treatment has been a major problem. For example, healthcare providers are advised to have a number of trained nurses and to provide critical equipment such as ultrasound and calibration equipment to ensure the quality of care.]"
"Okonkwo was an imposing figure, tall and massive with a severe expression, a result of his bushy eyebrows and wide nose. His breathing was so heavy that his family could hear it from their own houses when he slept. When he walked, his heels barely touched the ground, making him seem poised to pounce on someone—which he often did. He had a slight stammer, and in moments of anger, he would resort to his fists when words failed him. He had no patience for men who were not successful, and this sentiment stemmed from his deep-seated shame for his own father.",literature,"[Okonkwo shi ne mutum mai kawo tsoro, dogo da kiba tare da fuskoki marasa rai, sakamakon gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwaron gwar","[Okonkwo is a timid, short and fat man with a face without emotion, as a result of his long, long, short, and short-lived relationship with his father, who was a member of the Communist Party of China, and his father's former wife, who was a member of the Communist Party of China."
"The West African Examinations Council (WAEC) says officials implicated in acts of corruption during the Basic Education Certificate Examination (BECE) will be blacklisted from ever taking part in its activities again. Speaking on JoyNews’ PM Express on September 8, WAEC’s Director of Public Affairs, John Kapi, said the Council cannot continue to work with individuals who have betrayed the trust placed in them during national examinations.",news,"[Majalisar Jarrabawa ta Yammacin Afirka (WAEC) ta ce manyan jami'ai da aka zarge su da ayyukan cin hanci da rashawa a lokacin Jarrabawar Shaidar Ilimin Farko (BECE) za a sanya sunayensu a cikin jerin masu hana shiga kowane aiki a gaban majalisar. Yayin da yake magana a shirin JoyNews’ PM Express a ranar 8 ga Satumba, Darakta na Harkokin Jama'a na WAEC, John Kapi, ya ce Majalisar ba za ta iya ci gaba da aiki tare da mutane da suka kasa amincin da aka bashi a lokacin jarrabawar kasa.]","[The West African Examinations Council (WAEC) said that senior officials accused of corrupt activities during the Basic Educational Qualification Examination (BECE) will be put on a no-acceptance list for any job before the council. Speaking on the JoyNews PM Express programme on 8 September, WAEC's Director of Public Affairs, John Kapi, said the council could not continue to work with people who failed the security given to them during the national examination.]"
