Model,Source,Similarity Score (%),Raw Score
nvidia_deepseek_ai_deepseek_r1_0528,academic,87.08%,87.07797169685364
nvidia_deepseek_ai_deepseek_r1_0528,literature,93.40%,93.40262770652771
nvidia_deepseek_ai_deepseek_r1_0528,news,88.31%,88.31161975860596
nvidia_ai21labs_jamba_1_5_large_instruct,academic,87.08%,87.07797169685364
nvidia_ai21labs_jamba_1_5_large_instruct,literature,93.40%,93.40262770652771
nvidia_ai21labs_jamba_1_5_large_instruct,news,88.31%,88.31161975860596
nvidia_meta_llama_3_3_70b_instruct,academic,87.08%,87.07797169685364
nvidia_meta_llama_3_3_70b_instruct,literature,93.40%,93.40262770652771
nvidia_meta_llama_3_3_70b_instruct,news,88.31%,88.31161975860596
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,academic,87.08%,87.07797169685364
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,literature,93.40%,93.40262770652771
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,news,88.31%,88.31161975860596
nvidia_qwen_qwq_32b,academic,87.08%,87.07797169685364
nvidia_qwen_qwq_32b,literature,93.40%,93.40262770652771
nvidia_qwen_qwq_32b,news,88.31%,88.31161975860596
nvidia_google_gemma_2_27b_it,academic,87.08%,87.07797169685364
nvidia_google_gemma_2_27b_it,literature,93.40%,93.40262770652771
nvidia_google_gemma_2_27b_it,news,88.31%,88.31161975860596
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,academic,87.08%,87.07797169685364
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,literature,93.40%,93.40262770652771
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,news,88.31%,88.31161975860596
nvidia_deepseek_ai_deepseek_v3_1,academic,87.08%,87.07797169685364
nvidia_deepseek_ai_deepseek_v3_1,literature,93.40%,93.40262770652771
nvidia_deepseek_ai_deepseek_v3_1,news,88.31%,88.31161975860596
nvidia_openai_gpt_oss_120b,academic,87.04%,87.03547596931458
nvidia_openai_gpt_oss_120b,literature,93.40%,93.40262770652771
nvidia_openai_gpt_oss_120b,news,88.31%,88.31161975860596
nvidia_moonshotai_kimi_k2_instruct,academic,87.08%,87.07797169685364
nvidia_moonshotai_kimi_k2_instruct,literature,93.40%,93.40262770652771
nvidia_moonshotai_kimi_k2_instruct,news,88.31%,88.31161975860596
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,academic,87.08%,87.07797169685364
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,literature,93.40%,93.40262770652771
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,news,88.31%,88.31161975860596
nvidia_writer_palmyra_creative_122b,academic,87.08%,87.07797169685364
nvidia_writer_palmyra_creative_122b,literature,93.40%,93.40262770652771
nvidia_writer_palmyra_creative_122b,news,88.31%,88.31161975860596
nvidia_qwen_qwen3_coder_480b_a35b_instruct,academic,87.08%,87.07797169685364
nvidia_qwen_qwen3_coder_480b_a35b_instruct,literature,93.40%,93.40262770652771
nvidia_qwen_qwen3_coder_480b_a35b_instruct,news,88.31%,88.31161975860596
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,academic,87.08%,87.07797169685364
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,literature,93.40%,93.40262770652771
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,news,88.31%,88.31161975860596
