Model,Source,Similarity Score (%),Raw Score
nvidia_deepseek_ai_deepseek_r1_0528,academic,78.17%,78.16552616655827
nvidia_deepseek_ai_deepseek_r1_0528,literature,40.79%,40.78970268368721
nvidia_deepseek_ai_deepseek_r1_0528,news,72.42%,72.42263466119766
nvidia_ai21labs_jamba_1_5_large_instruct,academic,78.17%,78.16552616655827
nvidia_ai21labs_jamba_1_5_large_instruct,literature,40.79%,40.78970268368721
nvidia_ai21labs_jamba_1_5_large_instruct,news,72.42%,72.42263466119766
nvidia_meta_llama_3_3_70b_instruct,academic,78.17%,78.16552616655827
nvidia_meta_llama_3_3_70b_instruct,literature,40.79%,40.78970268368721
nvidia_meta_llama_3_3_70b_instruct,news,72.42%,72.42263466119766
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,academic,78.17%,78.16552616655827
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,literature,40.79%,40.78970268368721
nvidia_abacusai_dracarys_llama_3_1_70b_instruct,news,72.42%,72.42263466119766
nvidia_qwen_qwq_32b,academic,78.17%,78.16552616655827
nvidia_qwen_qwq_32b,literature,40.79%,40.78970268368721
nvidia_qwen_qwq_32b,news,72.42%,72.42263466119766
nvidia_google_gemma_2_27b_it,academic,78.17%,78.16552616655827
nvidia_google_gemma_2_27b_it,literature,40.79%,40.78970268368721
nvidia_google_gemma_2_27b_it,news,72.42%,72.42263466119766
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,academic,78.17%,78.16552616655827
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,literature,40.79%,40.78970268368721
nvidia_nvidia_llama_3_1_nemotron_70b_instruct,news,72.42%,72.42263466119766
nvidia_deepseek_ai_deepseek_v3_1,academic,78.17%,78.16552616655827
nvidia_deepseek_ai_deepseek_v3_1,literature,40.79%,40.78970268368721
nvidia_deepseek_ai_deepseek_v3_1,news,72.42%,72.42263466119766
nvidia_openai_gpt_oss_120b,academic,78.17%,78.16552616655827
nvidia_openai_gpt_oss_120b,literature,40.79%,40.78970268368721
nvidia_openai_gpt_oss_120b,news,72.42%,72.42263466119766
nvidia_moonshotai_kimi_k2_instruct,academic,78.17%,78.16552616655827
nvidia_moonshotai_kimi_k2_instruct,literature,40.79%,40.78970268368721
nvidia_moonshotai_kimi_k2_instruct,news,72.42%,72.42263466119766
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,academic,78.17%,78.16552616655827
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,literature,40.79%,40.78970268368721
nvidia_nvidia_llama_3_1_nemotron_ultra_253b_v1,news,72.42%,72.42263466119766
nvidia_writer_palmyra_creative_122b,academic,78.17%,78.16552616655827
nvidia_writer_palmyra_creative_122b,literature,40.79%,40.78970268368721
nvidia_writer_palmyra_creative_122b,news,72.42%,72.42263466119766
nvidia_qwen_qwen3_coder_480b_a35b_instruct,academic,78.17%,78.16552616655827
nvidia_qwen_qwen3_coder_480b_a35b_instruct,literature,40.79%,40.78970268368721
nvidia_qwen_qwen3_coder_480b_a35b_instruct,news,72.42%,72.42263466119766
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,academic,78.17%,78.16552616655827
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,literature,40.79%,40.78970268368721
nvidia_gotocompany_gemma_2_9b_cpt_sahabatai_instruct,news,72.42%,72.42263466119766
